,usia,econ,pekerjaan,pinjaman ke,telat bayar,donasi,score
4489,1.0,1.0,2.0,3.0,3.0,1.0,426.73900000000003
4490,2.0,0.0,1.0,2.0,2.0,1.0,260.406
4491,1.0,5.0,1.0,1.0,3.0,3.0,578.303
4492,1.0,5.0,1.0,1.0,0.0,0.0,495.83299999999997
4493,2.0,4.0,2.0,3.0,1.0,0.0,639.499
4494,1.0,3.0,1.0,3.0,3.0,0.0,456.499
4495,2.0,5.0,1.0,2.0,3.0,0.0,542.9159999999999
4496,2.0,0.0,1.0,2.0,2.0,1.0,260.406
4497,2.0,5.0,2.0,2.0,1.0,1.0,679.156
4498,2.0,2.0,1.0,2.0,2.0,3.0,481.38599999999997
4499,2.0,5.0,1.0,1.0,0.0,1.0,559.573
4500,2.0,5.0,1.0,2.0,2.0,1.0,600.406
4501,2.0,1.0,2.0,1.0,2.0,1.0,321.323
4502,2.0,5.0,1.0,3.0,1.0,0.0,643.749
4503,2.0,5.0,1.0,3.0,2.0,1.0,671.239
4504,2.0,5.0,1.0,3.0,2.0,1.0,671.239
4505,1.0,0.0,2.0,2.0,2.0,2.0,345.396
4506,2.0,0.0,1.0,3.0,2.0,1.0,331.23900000000003
4507,1.0,0.0,1.0,3.0,3.0,3.0,379.969
4508,1.0,5.0,1.0,2.0,2.0,3.0,664.136
4509,2.0,5.0,2.0,2.0,2.0,3.0,749.136
4510,1.0,1.0,2.0,1.0,2.0,3.0,385.053
4511,2.0,0.0,2.0,3.0,3.0,1.0,379.98900000000003
4512,2.0,2.0,2.0,2.0,1.0,3.0,560.136
4513,1.0,5.0,2.0,2.0,2.0,1.0,642.906
4514,2.0,0.0,2.0,3.0,0.0,1.0,424.98900000000003
4515,1.0,5.0,1.0,3.0,0.0,1.0,679.989
4516,1.0,0.0,1.0,3.0,2.0,2.0,352.47900000000004
4517,2.0,4.0,1.0,3.0,2.0,2.0,645.729
4518,2.0,5.0,1.0,2.0,0.0,3.0,715.386
4519,1.0,0.0,2.0,2.0,2.0,0.0,260.416
4520,1.0,5.0,1.0,2.0,3.0,2.0,606.646
4521,1.0,3.0,1.0,2.0,2.0,1.0,443.156
4522,1.0,4.0,2.0,2.0,1.0,2.0,632.396
4523,2.0,5.0,1.0,2.0,1.0,0.0,572.9159999999999
4524,1.0,5.0,2.0,3.0,2.0,0.0,671.249
4525,2.0,2.0,2.0,1.0,3.0,1.0,374.323
4526,1.0,3.0,1.0,3.0,2.0,0.0,471.499
4527,1.0,2.0,2.0,2.0,1.0,0.0,411.416
4528,2.0,0.0,2.0,3.0,3.0,1.0,379.98900000000003
4529,1.0,3.0,2.0,2.0,1.0,1.0,521.906
4530,2.0,2.0,1.0,1.0,2.0,0.0,283.08299999999997
4531,1.0,5.0,2.0,2.0,3.0,0.0,585.4159999999999
4532,1.0,3.0,2.0,2.0,0.0,1.0,536.906
4533,2.0,4.0,1.0,3.0,3.0,3.0,673.219
4534,2.0,2.0,1.0,1.0,1.0,1.0,340.573
4535,2.0,0.0,1.0,3.0,1.0,3.0,431.21900000000005
4536,1.0,5.0,1.0,2.0,0.0,1.0,609.156
4537,1.0,5.0,1.0,3.0,3.0,1.0,634.989
4538,2.0,5.0,1.0,3.0,1.0,1.0,686.239
4539,2.0,5.0,2.0,2.0,3.0,2.0,691.646
4540,1.0,5.0,1.0,2.0,2.0,0.0,536.6659999999999
4541,2.0,5.0,1.0,2.0,2.0,1.0,600.406
4542,2.0,5.0,1.0,3.0,2.0,1.0,671.239
4543,2.0,0.0,1.0,3.0,1.0,3.0,431.21900000000005
4544,2.0,5.0,1.0,1.0,2.0,2.0,572.063
4545,2.0,5.0,1.0,1.0,2.0,1.0,529.573
4546,2.0,4.0,1.0,1.0,2.0,1.0,461.573
4547,1.0,3.0,2.0,2.0,1.0,1.0,521.906
4548,2.0,5.0,2.0,2.0,2.0,2.0,706.646
4549,1.0,5.0,1.0,2.0,2.0,1.0,579.156
4550,1.0,5.0,1.0,3.0,1.0,1.0,664.989
4551,2.0,3.0,1.0,3.0,1.0,0.0,507.749
4552,2.0,5.0,2.0,1.0,3.0,3.0,663.303
4553,2.0,5.0,1.0,3.0,3.0,1.0,656.239
4554,2.0,5.0,1.0,3.0,2.0,1.0,671.239
4555,2.0,2.0,2.0,3.0,0.0,0.0,518.499
4556,1.0,5.0,1.0,3.0,3.0,1.0,634.989
4557,2.0,5.0,1.0,3.0,2.0,0.0,628.749
4558,1.0,2.0,1.0,2.0,1.0,1.0,390.156
4559,2.0,3.0,2.0,3.0,1.0,3.0,698.969
4560,2.0,0.0,1.0,3.0,2.0,2.0,373.72900000000004
4561,1.0,0.0,1.0,2.0,2.0,3.0,324.13599999999997
4562,2.0,3.0,1.0,2.0,3.0,2.0,491.896
4563,1.0,5.0,1.0,1.0,2.0,2.0,550.813
4564,1.0,1.0,2.0,2.0,2.0,3.0,455.88599999999997
4565,2.0,3.0,1.0,3.0,2.0,0.0,492.749
4566,2.0,4.0,2.0,2.0,1.0,0.0,568.6659999999999
4567,1.0,2.0,1.0,1.0,2.0,1.0,304.323
4568,2.0,5.0,2.0,2.0,2.0,1.0,664.156
4569,2.0,0.0,2.0,3.0,3.0,0.0,337.499
4570,1.0,1.0,1.0,3.0,2.0,2.0,420.47900000000004
4571,1.0,0.0,2.0,2.0,3.0,2.0,330.396
4572,1.0,0.0,1.0,2.0,2.0,1.0,239.156
4573,1.0,5.0,2.0,3.0,3.0,2.0,741.229
4574,1.0,5.0,1.0,2.0,3.0,3.0,649.136
4575,2.0,5.0,1.0,2.0,2.0,0.0,557.9159999999999
4576,2.0,2.0,2.0,2.0,0.0,1.0,490.156
4577,2.0,5.0,1.0,3.0,1.0,1.0,686.239
4578,1.0,5.0,1.0,3.0,1.0,0.0,622.499
4579,1.0,3.0,1.0,2.0,3.0,2.0,470.646
4580,1.0,2.0,2.0,2.0,3.0,1.0,423.906
4581,2.0,5.0,1.0,3.0,2.0,0.0,628.749
4582,2.0,4.0,1.0,3.0,1.0,1.0,618.239
4583,1.0,3.0,1.0,3.0,2.0,0.0,471.499
4584,2.0,5.0,2.0,3.0,2.0,2.0,777.479
4585,2.0,5.0,2.0,3.0,1.0,1.0,749.989
4586,1.0,2.0,1.0,2.0,2.0,2.0,417.646
4587,1.0,3.0,1.0,2.0,3.0,1.0,428.156
4588,2.0,3.0,2.0,3.0,3.0,3.0,668.969
4589,2.0,5.0,1.0,3.0,1.0,1.0,686.239
4590,1.0,5.0,2.0,3.0,2.0,2.0,756.229
4591,2.0,5.0,2.0,2.0,2.0,2.0,706.646
4592,2.0,1.0,1.0,2.0,1.0,1.0,343.406
4593,1.0,4.0,1.0,2.0,3.0,0.0,453.666
4594,2.0,2.0,1.0,2.0,3.0,0.0,338.916
4595,1.0,5.0,2.0,2.0,2.0,1.0,642.906
4596,1.0,5.0,1.0,1.0,1.0,3.0,608.303
4597,2.0,5.0,1.0,2.0,0.0,0.0,587.9159999999999
4598,2.0,2.0,2.0,2.0,2.0,1.0,460.156
4599,1.0,4.0,1.0,3.0,3.0,0.0,524.499
4600,2.0,5.0,1.0,2.0,0.0,2.0,672.896
4601,2.0,1.0,1.0,1.0,1.0,1.0,272.573
4602,2.0,4.0,1.0,3.0,2.0,1.0,603.239
4603,2.0,5.0,1.0,3.0,2.0,3.0,756.219
4604,1.0,5.0,2.0,2.0,3.0,1.0,627.906
4605,1.0,5.0,2.0,3.0,3.0,1.0,698.739
4606,1.0,0.0,1.0,1.0,1.0,3.0,268.303
4607,2.0,4.0,1.0,3.0,1.0,2.0,660.729
4608,2.0,3.0,2.0,3.0,2.0,1.0,598.989
4609,1.0,4.0,2.0,3.0,3.0,1.0,630.739
4610,2.0,5.0,1.0,1.0,0.0,1.0,559.573
4611,2.0,1.0,2.0,3.0,2.0,0.0,420.499
4612,1.0,5.0,2.0,1.0,2.0,1.0,572.073
4613,2.0,2.0,1.0,3.0,3.0,2.0,494.72900000000004
4614,1.0,4.0,1.0,1.0,2.0,1.0,440.323
4615,2.0,5.0,2.0,2.0,3.0,2.0,691.646
4616,1.0,5.0,2.0,2.0,0.0,3.0,757.886
4617,2.0,5.0,2.0,3.0,2.0,0.0,692.499
4618,2.0,0.0,2.0,1.0,2.0,0.0,210.833
4619,1.0,2.0,1.0,3.0,3.0,2.0,473.47900000000004
4620,2.0,5.0,1.0,1.0,0.0,0.0,517.083
4621,1.0,1.0,1.0,3.0,0.0,1.0,407.98900000000003
4622,2.0,0.0,1.0,2.0,2.0,3.0,345.38599999999997
4623,1.0,1.0,2.0,2.0,1.0,1.0,385.906
4624,2.0,5.0,1.0,3.0,1.0,3.0,771.219
4625,2.0,5.0,1.0,2.0,2.0,1.0,600.406
4626,1.0,5.0,1.0,2.0,3.0,1.0,564.156
4627,1.0,5.0,1.0,2.0,1.0,0.0,551.6659999999999
4628,2.0,5.0,1.0,1.0,3.0,1.0,514.573
4629,2.0,3.0,2.0,3.0,2.0,2.0,641.479
4630,2.0,3.0,1.0,1.0,2.0,0.0,351.08299999999997
4631,2.0,2.0,1.0,2.0,0.0,1.0,426.406
4632,2.0,5.0,1.0,3.0,2.0,2.0,713.729
4633,2.0,5.0,2.0,2.0,2.0,0.0,621.6659999999999
4634,2.0,0.0,1.0,3.0,1.0,3.0,431.21900000000005
4635,2.0,5.0,1.0,1.0,2.0,2.0,572.063
4636,1.0,3.0,1.0,2.0,1.0,0.0,415.666
4637,1.0,5.0,1.0,3.0,2.0,1.0,649.989
4638,2.0,3.0,2.0,3.0,2.0,2.0,641.479
4639,1.0,5.0,1.0,2.0,1.0,3.0,679.136
4640,1.0,5.0,2.0,1.0,3.0,1.0,557.073
4641,1.0,3.0,1.0,2.0,1.0,1.0,458.156
4642,1.0,0.0,1.0,3.0,0.0,0.0,297.499
4643,2.0,5.0,2.0,3.0,0.0,1.0,764.989
4644,2.0,5.0,1.0,1.0,3.0,1.0,514.573
4645,2.0,3.0,1.0,3.0,2.0,3.0,620.219
4646,2.0,5.0,2.0,2.0,2.0,0.0,621.6659999999999
4647,1.0,3.0,1.0,2.0,2.0,2.0,485.646
4648,1.0,5.0,1.0,1.0,2.0,2.0,550.813
4649,2.0,5.0,2.0,2.0,2.0,1.0,664.156
4650,2.0,5.0,2.0,3.0,3.0,1.0,719.989
4651,2.0,5.0,1.0,2.0,2.0,2.0,642.896
4652,1.0,5.0,2.0,2.0,3.0,1.0,627.906
4653,2.0,4.0,2.0,2.0,3.0,1.0,581.156
4654,1.0,5.0,1.0,2.0,1.0,0.0,551.6659999999999
4655,1.0,2.0,1.0,3.0,2.0,1.0,445.98900000000003
4656,2.0,5.0,1.0,3.0,3.0,3.0,741.219
4657,2.0,1.0,2.0,2.0,1.0,2.0,449.646
4658,1.0,3.0,1.0,3.0,0.0,1.0,543.989
4659,1.0,2.0,1.0,1.0,3.0,3.0,374.303
4660,2.0,4.0,1.0,3.0,3.0,1.0,588.239
4661,2.0,5.0,1.0,3.0,2.0,1.0,671.239
4662,2.0,2.0,2.0,1.0,0.0,0.0,376.83299999999997
4663,2.0,5.0,2.0,1.0,1.0,1.0,608.323
4664,1.0,4.0,1.0,3.0,2.0,0.0,539.499
4665,1.0,5.0,1.0,3.0,1.0,2.0,707.479
4666,1.0,0.0,2.0,2.0,1.0,1.0,317.906
4667,2.0,0.0,1.0,3.0,1.0,1.0,346.23900000000003
4668,2.0,5.0,1.0,2.0,3.0,1.0,585.406
4669,2.0,4.0,1.0,1.0,3.0,3.0,531.553
4670,1.0,0.0,2.0,1.0,1.0,2.0,289.563
4671,1.0,5.0,1.0,3.0,3.0,0.0,592.499
4672,2.0,5.0,1.0,2.0,2.0,3.0,685.386
4673,1.0,5.0,1.0,3.0,3.0,0.0,592.499
4674,1.0,4.0,2.0,3.0,1.0,2.0,703.229
4675,1.0,5.0,1.0,3.0,3.0,1.0,634.989
4676,2.0,1.0,1.0,3.0,0.0,2.0,471.72900000000004
4677,2.0,0.0,1.0,1.0,3.0,1.0,174.573
4678,2.0,5.0,2.0,2.0,2.0,3.0,749.136
4679,1.0,5.0,1.0,2.0,2.0,1.0,579.156
4680,2.0,3.0,1.0,3.0,0.0,1.0,565.239
4681,1.0,5.0,1.0,3.0,1.0,1.0,664.989
4682,1.0,0.0,1.0,2.0,2.0,1.0,239.156
4683,1.0,5.0,1.0,2.0,1.0,1.0,594.156
4684,1.0,5.0,2.0,3.0,3.0,1.0,698.739
4685,2.0,5.0,1.0,3.0,2.0,1.0,671.239
4686,2.0,5.0,1.0,2.0,3.0,3.0,670.386
4687,1.0,5.0,1.0,3.0,2.0,3.0,734.969
4688,2.0,3.0,1.0,2.0,2.0,1.0,464.406
4689,2.0,2.0,2.0,3.0,2.0,2.0,573.479
4690,1.0,2.0,1.0,2.0,2.0,1.0,375.156
4691,1.0,5.0,1.0,2.0,3.0,0.0,521.6659999999999
4692,2.0,0.0,1.0,3.0,3.0,1.0,316.23900000000003
4693,1.0,5.0,2.0,3.0,2.0,0.0,671.249
4694,1.0,5.0,1.0,2.0,3.0,1.0,564.156
4695,2.0,0.0,1.0,1.0,0.0,1.0,219.573
4696,2.0,5.0,1.0,3.0,2.0,0.0,628.749
4697,2.0,5.0,1.0,3.0,2.0,2.0,713.729
4698,1.0,4.0,2.0,2.0,0.0,1.0,604.906
4699,2.0,5.0,1.0,3.0,2.0,3.0,756.219
4700,1.0,5.0,2.0,3.0,2.0,2.0,756.229
4701,2.0,0.0,1.0,1.0,2.0,0.0,147.083
4702,1.0,5.0,2.0,3.0,2.0,1.0,713.739
4703,1.0,5.0,2.0,1.0,3.0,1.0,557.073
4704,2.0,0.0,1.0,3.0,3.0,3.0,401.21900000000005
4705,2.0,2.0,2.0,3.0,3.0,2.0,558.479
4706,1.0,5.0,2.0,2.0,2.0,2.0,685.396
4707,2.0,3.0,1.0,3.0,3.0,1.0,520.239
4708,2.0,5.0,1.0,2.0,2.0,1.0,600.406
4709,1.0,0.0,2.0,1.0,3.0,2.0,259.563
4710,2.0,5.0,1.0,2.0,2.0,1.0,600.406
4711,2.0,5.0,1.0,2.0,2.0,0.0,557.9159999999999
4712,2.0,1.0,1.0,2.0,3.0,1.0,313.406
4713,2.0,5.0,2.0,3.0,3.0,1.0,719.989
4714,1.0,0.0,1.0,2.0,2.0,1.0,239.156
4715,1.0,5.0,2.0,3.0,2.0,3.0,798.719
4716,2.0,0.0,1.0,3.0,2.0,3.0,416.21900000000005
4717,1.0,4.0,1.0,2.0,3.0,0.0,453.666
4718,2.0,3.0,2.0,1.0,2.0,0.0,414.83299999999997
4719,1.0,0.0,1.0,3.0,3.0,0.0,252.499
4720,2.0,2.0,1.0,2.0,0.0,2.0,468.896
4721,2.0,3.0,1.0,2.0,2.0,1.0,464.406
4722,1.0,5.0,2.0,3.0,0.0,1.0,743.739
4723,2.0,0.0,2.0,3.0,1.0,1.0,409.98900000000003
4724,2.0,4.0,1.0,1.0,3.0,1.0,446.573
4725,2.0,5.0,1.0,3.0,2.0,1.0,671.239
4726,1.0,5.0,1.0,2.0,2.0,3.0,664.136
4727,2.0,2.0,1.0,3.0,3.0,1.0,452.23900000000003
4728,2.0,5.0,2.0,1.0,3.0,0.0,535.833
4729,1.0,5.0,1.0,3.0,2.0,3.0,734.969
4730,1.0,1.0,1.0,3.0,3.0,1.0,362.98900000000003
4731,2.0,2.0,1.0,1.0,2.0,3.0,410.553
4732,2.0,5.0,2.0,1.0,2.0,1.0,593.323
4733,1.0,5.0,2.0,1.0,2.0,3.0,657.053
4734,2.0,3.0,1.0,1.0,0.0,0.0,381.08299999999997
4735,2.0,3.0,1.0,1.0,2.0,1.0,393.573
4736,2.0,0.0,2.0,2.0,1.0,2.0,381.646
4737,2.0,5.0,1.0,3.0,3.0,1.0,656.239
4738,2.0,2.0,2.0,2.0,3.0,3.0,530.136
4739,2.0,5.0,1.0,3.0,0.0,1.0,701.239
4740,1.0,3.0,1.0,2.0,2.0,1.0,443.156
4741,2.0,5.0,1.0,2.0,0.0,3.0,715.386
4742,2.0,5.0,2.0,2.0,1.0,0.0,636.6659999999999
4743,1.0,5.0,1.0,2.0,3.0,3.0,649.136
4744,1.0,0.0,2.0,1.0,2.0,1.0,232.073
4745,2.0,5.0,2.0,2.0,3.0,0.0,606.6659999999999
4746,2.0,5.0,2.0,2.0,1.0,1.0,679.156
4747,2.0,5.0,1.0,2.0,0.0,2.0,672.896
4748,2.0,5.0,2.0,1.0,0.0,2.0,665.813
4749,1.0,5.0,2.0,3.0,2.0,0.0,671.249
4750,2.0,3.0,1.0,3.0,2.0,1.0,535.239
4751,2.0,5.0,2.0,3.0,1.0,2.0,792.479
4752,2.0,1.0,1.0,3.0,0.0,2.0,471.72900000000004
4753,2.0,1.0,1.0,2.0,0.0,3.0,443.38599999999997
4754,1.0,0.0,1.0,3.0,2.0,2.0,352.47900000000004
4755,2.0,1.0,1.0,3.0,1.0,1.0,414.23900000000003
4756,2.0,4.0,1.0,1.0,3.0,1.0,446.573
4757,2.0,5.0,1.0,1.0,2.0,0.0,487.08299999999997
4758,2.0,5.0,1.0,2.0,2.0,0.0,557.9159999999999
4759,2.0,4.0,1.0,3.0,3.0,3.0,673.219
4760,1.0,5.0,2.0,1.0,2.0,3.0,657.053
4761,2.0,2.0,1.0,2.0,2.0,2.0,438.896
4762,1.0,0.0,1.0,2.0,2.0,2.0,281.646
4763,1.0,2.0,1.0,3.0,3.0,1.0,430.98900000000003
4764,2.0,5.0,2.0,3.0,2.0,2.0,777.479
4765,2.0,1.0,2.0,3.0,3.0,1.0,447.98900000000003
4766,1.0,5.0,2.0,2.0,1.0,3.0,742.886
4767,1.0,5.0,2.0,1.0,2.0,1.0,572.073
4768,1.0,1.0,1.0,2.0,3.0,1.0,292.156
4769,1.0,5.0,1.0,1.0,3.0,0.0,450.83299999999997
4770,1.0,3.0,1.0,1.0,0.0,2.0,444.813
4771,2.0,5.0,1.0,2.0,2.0,1.0,600.406
4772,1.0,5.0,2.0,3.0,2.0,2.0,756.229
4773,2.0,5.0,1.0,2.0,2.0,0.0,557.9159999999999
4774,1.0,5.0,1.0,1.0,3.0,1.0,493.323
4775,1.0,0.0,1.0,1.0,2.0,2.0,210.813
4776,2.0,4.0,1.0,2.0,2.0,2.0,574.896
4777,1.0,5.0,2.0,3.0,2.0,1.0,713.739
4778,1.0,3.0,1.0,2.0,3.0,3.0,513.136
4779,2.0,3.0,2.0,2.0,3.0,3.0,598.136
4780,1.0,5.0,2.0,2.0,2.0,1.0,642.906
4781,2.0,2.0,1.0,1.0,2.0,3.0,410.553
4782,2.0,4.0,1.0,3.0,3.0,0.0,545.749
4783,1.0,0.0,2.0,3.0,2.0,1.0,373.73900000000003
4784,1.0,5.0,1.0,2.0,3.0,0.0,521.6659999999999
4785,2.0,0.0,1.0,1.0,1.0,0.0,162.083
4786,2.0,5.0,2.0,1.0,3.0,1.0,578.323
4787,2.0,0.0,2.0,1.0,2.0,3.0,338.303
4788,2.0,5.0,1.0,3.0,3.0,1.0,656.239
4789,2.0,0.0,2.0,2.0,3.0,1.0,309.156
4790,2.0,4.0,2.0,2.0,2.0,1.0,596.156
4791,1.0,5.0,1.0,3.0,3.0,1.0,634.989
4792,2.0,0.0,1.0,3.0,0.0,0.0,318.749
4793,2.0,2.0,1.0,1.0,1.0,0.0,298.08299999999997
4794,1.0,5.0,2.0,3.0,3.0,3.0,783.719
4795,1.0,4.0,1.0,3.0,2.0,1.0,581.989
4796,2.0,5.0,2.0,2.0,2.0,1.0,664.156
4797,2.0,5.0,1.0,3.0,3.0,1.0,656.239
4798,2.0,5.0,1.0,1.0,3.0,2.0,557.063
4799,1.0,5.0,2.0,3.0,2.0,2.0,756.229
4800,1.0,3.0,1.0,3.0,3.0,3.0,583.969
4801,2.0,1.0,1.0,1.0,2.0,2.0,300.063
4802,2.0,5.0,1.0,2.0,2.0,2.0,642.896
4803,1.0,3.0,1.0,3.0,2.0,3.0,598.969
4804,2.0,5.0,1.0,3.0,3.0,2.0,698.729
4805,2.0,3.0,1.0,3.0,3.0,1.0,520.239
4806,2.0,5.0,2.0,1.0,0.0,1.0,623.323
4807,1.0,1.0,1.0,3.0,3.0,1.0,362.98900000000003
4808,1.0,0.0,1.0,3.0,3.0,2.0,337.479
4809,1.0,5.0,1.0,3.0,2.0,1.0,649.989
4810,1.0,4.0,2.0,3.0,3.0,2.0,673.229
4811,1.0,1.0,1.0,3.0,3.0,1.0,362.98900000000003
4812,2.0,1.0,2.0,3.0,2.0,1.0,462.98900000000003
4813,2.0,5.0,1.0,2.0,3.0,0.0,542.9159999999999
4814,2.0,5.0,1.0,2.0,2.0,1.0,600.406
4815,2.0,5.0,1.0,2.0,0.0,3.0,715.386
4816,1.0,5.0,1.0,3.0,2.0,1.0,649.989
4817,1.0,2.0,1.0,2.0,0.0,1.0,405.156
4818,1.0,2.0,1.0,1.0,3.0,0.0,246.833
4819,1.0,3.0,1.0,2.0,0.0,3.0,558.136
4820,2.0,1.0,2.0,2.0,3.0,1.0,377.156
4821,2.0,0.0,2.0,2.0,3.0,0.0,266.666
4822,2.0,5.0,1.0,2.0,3.0,3.0,670.386
4823,1.0,4.0,1.0,1.0,2.0,1.0,440.323
4824,1.0,5.0,1.0,2.0,2.0,1.0,579.156
4825,1.0,0.0,2.0,2.0,1.0,1.0,317.906
4826,2.0,4.0,2.0,2.0,0.0,1.0,626.156
4827,2.0,5.0,1.0,2.0,1.0,1.0,615.406
4828,2.0,5.0,1.0,3.0,2.0,1.0,671.239
4829,1.0,2.0,1.0,3.0,2.0,1.0,445.98900000000003
4830,1.0,2.0,2.0,1.0,1.0,1.0,383.073
4831,1.0,5.0,1.0,3.0,0.0,1.0,679.989
4832,1.0,4.0,1.0,2.0,3.0,0.0,453.666
4833,2.0,3.0,1.0,1.0,2.0,0.0,351.08299999999997
4834,1.0,0.0,1.0,3.0,1.0,1.0,324.98900000000003
4835,2.0,2.0,2.0,3.0,2.0,1.0,530.989
4836,2.0,3.0,1.0,3.0,2.0,0.0,492.749
4837,2.0,5.0,1.0,1.0,3.0,1.0,514.573
4838,1.0,5.0,1.0,3.0,3.0,1.0,634.989
4839,2.0,5.0,1.0,3.0,3.0,0.0,613.749
4840,2.0,2.0,2.0,2.0,0.0,3.0,575.136
4841,1.0,5.0,2.0,1.0,2.0,0.0,529.583
4842,1.0,3.0,1.0,2.0,2.0,3.0,528.136
4843,1.0,0.0,2.0,2.0,1.0,3.0,402.88599999999997
4844,2.0,5.0,2.0,3.0,2.0,1.0,734.989
4845,2.0,2.0,1.0,2.0,2.0,3.0,481.38599999999997
4846,2.0,5.0,1.0,1.0,3.0,2.0,557.063
4847,1.0,0.0,2.0,2.0,0.0,3.0,417.88599999999997
4848,2.0,4.0,1.0,3.0,2.0,0.0,560.749
4849,1.0,1.0,1.0,3.0,2.0,1.0,377.98900000000003
4850,1.0,5.0,1.0,3.0,2.0,3.0,734.969
4851,1.0,2.0,2.0,3.0,3.0,0.0,452.249
4852,2.0,5.0,1.0,3.0,2.0,3.0,756.219
4853,1.0,5.0,1.0,3.0,2.0,3.0,734.969
4854,2.0,2.0,1.0,3.0,1.0,1.0,482.23900000000003
4855,2.0,5.0,1.0,1.0,0.0,3.0,644.553
4856,2.0,0.0,1.0,2.0,2.0,0.0,217.916
4857,1.0,5.0,1.0,2.0,2.0,3.0,664.136
4858,1.0,0.0,1.0,2.0,3.0,1.0,224.156
4859,1.0,5.0,2.0,1.0,1.0,2.0,629.563
4860,1.0,5.0,1.0,3.0,2.0,2.0,692.479
4861,1.0,3.0,1.0,1.0,2.0,1.0,372.323
4862,1.0,5.0,1.0,3.0,3.0,2.0,677.479
4863,2.0,2.0,1.0,3.0,2.0,1.0,467.23900000000003
4864,2.0,5.0,1.0,3.0,0.0,2.0,743.729
4865,2.0,4.0,1.0,3.0,2.0,1.0,603.239
4866,2.0,5.0,1.0,2.0,3.0,3.0,670.386
4867,1.0,0.0,1.0,2.0,2.0,0.0,196.666
4868,1.0,5.0,2.0,3.0,0.0,1.0,743.739
4869,1.0,1.0,2.0,1.0,0.0,1.0,330.073
4870,1.0,2.0,1.0,2.0,2.0,2.0,417.646
4871,1.0,5.0,2.0,1.0,1.0,1.0,587.073
4872,2.0,5.0,1.0,1.0,3.0,1.0,514.573
4873,2.0,0.0,1.0,3.0,2.0,3.0,416.21900000000005
4874,1.0,5.0,1.0,1.0,3.0,3.0,578.303
4875,2.0,3.0,1.0,2.0,3.0,1.0,449.406
4876,2.0,5.0,1.0,3.0,3.0,2.0,698.729
4877,1.0,5.0,1.0,2.0,2.0,2.0,621.646
4878,2.0,5.0,1.0,2.0,2.0,0.0,557.9159999999999
4879,2.0,0.0,1.0,2.0,2.0,0.0,217.916
4880,1.0,5.0,1.0,3.0,3.0,1.0,634.989
4881,1.0,2.0,2.0,2.0,2.0,1.0,438.906
4882,1.0,4.0,1.0,3.0,2.0,1.0,581.989
4883,1.0,5.0,2.0,2.0,2.0,1.0,642.906
4884,1.0,5.0,2.0,3.0,1.0,1.0,728.739
4885,2.0,0.0,1.0,3.0,1.0,1.0,346.23900000000003
4886,2.0,5.0,1.0,3.0,3.0,2.0,698.729
4887,1.0,0.0,1.0,1.0,0.0,1.0,198.323
4888,1.0,2.0,1.0,2.0,3.0,0.0,317.666
4889,2.0,5.0,1.0,1.0,3.0,1.0,514.573
4890,1.0,4.0,1.0,1.0,0.0,3.0,555.303
4891,1.0,5.0,1.0,2.0,1.0,0.0,551.6659999999999
4892,2.0,2.0,2.0,2.0,3.0,1.0,445.156
4893,2.0,2.0,2.0,3.0,2.0,1.0,530.989
4894,1.0,0.0,2.0,2.0,0.0,1.0,332.906
4895,2.0,4.0,1.0,1.0,3.0,1.0,446.573
4896,1.0,2.0,1.0,2.0,3.0,2.0,402.646
4897,1.0,5.0,1.0,3.0,3.0,2.0,677.479
4898,2.0,2.0,1.0,1.0,2.0,3.0,410.553
4899,1.0,0.0,2.0,3.0,2.0,1.0,373.73900000000003
4900,2.0,2.0,1.0,3.0,2.0,1.0,467.23900000000003
4901,2.0,5.0,1.0,3.0,2.0,1.0,671.239
4902,1.0,5.0,1.0,2.0,3.0,3.0,649.136
4903,1.0,3.0,1.0,2.0,2.0,0.0,400.666
4904,1.0,5.0,1.0,3.0,2.0,1.0,649.989
4905,1.0,5.0,1.0,2.0,0.0,0.0,566.6659999999999
4906,1.0,4.0,2.0,3.0,3.0,1.0,630.739
4907,1.0,5.0,1.0,1.0,0.0,0.0,495.83299999999997
4908,2.0,5.0,1.0,2.0,3.0,2.0,627.896
4909,1.0,0.0,1.0,3.0,2.0,1.0,309.98900000000003
4910,1.0,5.0,1.0,2.0,2.0,0.0,536.6659999999999
4911,2.0,3.0,1.0,2.0,1.0,1.0,479.406
4912,1.0,0.0,1.0,3.0,2.0,0.0,267.499
4913,2.0,0.0,1.0,2.0,0.0,2.0,332.896
4914,1.0,0.0,1.0,3.0,3.0,1.0,294.989
4915,1.0,5.0,2.0,3.0,1.0,1.0,728.739
4916,1.0,4.0,2.0,3.0,3.0,1.0,630.739
4917,2.0,5.0,2.0,1.0,2.0,0.0,550.833
4918,1.0,2.0,2.0,2.0,0.0,1.0,468.906
4919,2.0,5.0,1.0,2.0,2.0,3.0,685.386
4920,2.0,5.0,2.0,3.0,2.0,1.0,734.989
4921,2.0,5.0,1.0,2.0,2.0,0.0,557.9159999999999
4922,2.0,5.0,2.0,1.0,2.0,1.0,593.323
4923,1.0,5.0,2.0,2.0,2.0,0.0,600.4159999999999
4924,2.0,2.0,2.0,2.0,3.0,2.0,487.646
4925,2.0,5.0,2.0,1.0,1.0,2.0,650.813
4926,1.0,5.0,2.0,1.0,2.0,2.0,614.563
4927,1.0,5.0,1.0,1.0,2.0,2.0,550.813
