usia,pinjaman,tenor,pemasukan,tanggungan,pekerjaan,pinjaman ke-,telat bayar,donasi
34,2000000,5,1500000,5,Pedagang,4,1,7
69,500000,10,2500000,0,Pekerja Lepas,3,0,2
80,1200000,4,5000000,5,Pedagang,4,5,3
49,1800000,8,5000000,0,Wirausaha,5,1,1
34,1400000,16,5000000,1,Buruh,2,6,4
88,2500000,16,4800000,0,Pedagang,2,3,0
45,2500000,16,4800000,4,Pedagang,3,4,1
51,700000,10,4800000,2,Pedagang,5,4,3
50,3000000,3,3000000,5,Pedagang,5,1,8
30,2000000,12,4400000,2,Pedagang,1,4,4
48,1400000,10,5000000,1,Pekerja Lepas,1,3,3
57,1200000,16,3000000,4,Pekerja Lepas,1,3,2
91,500000,10,2000000,1,Guru/Dosen,3,1,2
26,3000000,10,4400000,0,Buruh,2,4,4
93,1200000,10,4800000,2,Pedagang,2,4,2
97,2500000,8,4600000,4,Pedagang,5,1,1
28,1200000,4,2500000,0,Pedagang,5,1,0
26,1900000,12,4400000,3,Buruh,1,6,6
58,1800000,12,5000000,1,Pekerja Lepas,5,6,1
31,700000,4,4400000,5,Pedagang,5,2,3
24,500000,4,1800000,2,Buruh,4,0,0
80,700000,10,3500000,5,Pedagang,4,6,3
27,1200000,6,4600000,0,Pedagang,5,4,0
88,1900000,12,2300000,3,Pedagang,3,1,1
26,2500000,4,4400000,1,Buruh,4,1,8
57,1900000,4,1200000,5,Wirausaha,4,2,5
95,1600000,4,1200000,5,Pedagang,3,3,6
58,1400000,6,3000000,4,Wirausaha,2,6,5
75,1500000,16,3000000,2,Wirausaha,1,4,4
79,1200000,5,2500000,5,Buruh,2,3,8
64,1400000,12,2300000,3,Pedagang,4,3,0
20,3000000,10,3000000,0,Guru/Dosen,2,1,0
99,500000,4,1800000,2,Pedagang,1,3,3
44,2000000,8,4500000,4,Buruh,3,2,3
55,700000,5,1500000,4,Buruh,4,6,0
74,3000000,3,4500000,0,Wirausaha,5,3,5
71,1400000,6,1200000,5,Buruh,3,6,5
99,1200000,3,2300000,5,Pekerja Lepas,3,4,2
74,1000000,3,4000000,2,Guru/Dosen,4,5,5
93,1200000,12,4000000,5,Wirausaha,3,6,7
56,700000,12,4600000,0,Wirausaha,3,3,0
20,1200000,12,1500000,0,Guru/Dosen,3,0,1
60,1200000,20,4400000,4,Wirausaha,4,1,1
80,1400000,20,4000000,1,Wirausaha,5,1,0
91,1200000,16,2300000,4,Wirausaha,3,6,5
87,2000000,6,3000000,5,Buruh,2,5,1
64,1000000,8,4800000,4,Pekerja Lepas,4,3,0
39,1400000,6,3500000,3,Pekerja Lepas,4,1,1
67,1200000,20,1800000,0,Wirausaha,4,4,0
45,700000,16,4600000,2,Buruh,4,3,5
20,1200000,10,4600000,5,Guru/Dosen,5,1,1
83,1000000,4,1800000,0,Pedagang,3,3,4
69,1200000,4,3000000,2,Pekerja Lepas,3,5,1
37,1200000,8,2500000,1,Buruh,4,6,6
41,3000000,10,4400000,3,Pedagang,4,1,3
89,1200000,8,4600000,0,Guru/Dosen,4,3,4
35,1000000,6,5000000,4,Guru/Dosen,2,4,4
54,2500000,5,2500000,0,Pedagang,3,1,1
99,1800000,4,4400000,4,Pedagang,3,6,0
47,2500000,12,2300000,2,Wirausaha,2,6,0
80,1800000,8,4000000,0,Buruh,3,2,2
96,1200000,12,4500000,0,Pedagang,1,1,8
40,700000,8,4500000,4,Pekerja Lepas,2,0,0
60,500000,16,2000000,4,Buruh,3,2,1
82,3000000,10,4000000,5,Pedagang,5,6,0
40,700000,4,4600000,2,Pedagang,3,0,5
43,1000000,12,1200000,2,Pedagang,1,1,1
34,500000,3,3500000,4,Pedagang,5,3,1
22,1800000,12,5000000,3,Pedagang,4,2,6
78,1200000,4,5000000,4,Guru/Dosen,2,5,1
79,1200000,12,5000000,4,Buruh,4,5,1
70,2500000,4,1200000,5,Pekerja Lepas,1,1,6
30,1900000,5,4400000,5,Wirausaha,5,1,4
21,500000,6,2300000,4,Guru/Dosen,5,4,1
66,2000000,5,4000000,1,Buruh,4,6,2
46,500000,6,4600000,1,Pedagang,1,0,2
57,700000,20,1500000,5,Guru/Dosen,4,2,0
76,1200000,4,4600000,1,Guru/Dosen,1,4,3
50,1800000,8,2500000,5,Pekerja Lepas,5,6,4
85,700000,16,2500000,1,Pedagang,1,4,1
31,2000000,16,4600000,4,Buruh,3,6,5
65,1900000,10,5000000,3,Buruh,3,0,6
64,1200000,8,4600000,4,Buruh,4,2,0
40,1600000,3,2500000,0,Guru/Dosen,1,4,0
89,3000000,12,2000000,0,Pedagang,4,6,5
62,1200000,16,3500000,1,Pekerja Lepas,1,0,0
80,1800000,10,1500000,2,Pedagang,5,0,3
23,2000000,8,1800000,3,Wirausaha,2,3,6
79,1900000,12,1500000,1,Guru/Dosen,2,1,2
42,500000,4,4000000,2,Pekerja Lepas,5,1,7
56,500000,10,4600000,2,Pekerja Lepas,2,3,3
80,1200000,10,4500000,2,Wirausaha,3,5,2
100,1800000,8,4600000,4,Pekerja Lepas,3,1,0
56,500000,12,4500000,3,Wirausaha,1,6,2
31,1400000,4,3000000,0,Guru/Dosen,4,4,5
32,1600000,8,3000000,3,Pedagang,1,4,0
64,500000,6,1800000,3,Pekerja Lepas,3,0,3
36,1000000,6,5000000,0,Pekerja Lepas,5,4,5
50,1800000,10,5000000,2,Buruh,2,3,0
61,3000000,4,3000000,0,Pedagang,4,1,7
41,1800000,12,4000000,4,Pedagang,1,2,5
80,700000,6,2300000,1,Pedagang,2,1,0
94,1800000,8,4800000,4,Wirausaha,4,4,1
34,1400000,4,3500000,3,Guru/Dosen,5,2,5
69,2500000,10,4600000,1,Pekerja Lepas,2,1,7
99,1900000,16,4400000,0,Buruh,1,6,1
66,1200000,5,3000000,2,Pedagang,2,1,1
79,1200000,10,1500000,5,Pekerja Lepas,5,0,0
27,2500000,10,4800000,5,Buruh,4,0,1
64,500000,4,5000000,3,Wirausaha,1,6,1
59,700000,10,2000000,0,Pedagang,4,2,7
44,1800000,10,4800000,1,Guru/Dosen,2,4,0
89,500000,8,2500000,4,Pedagang,3,4,4
69,700000,8,4000000,4,Wirausaha,1,2,4
38,1500000,5,5000000,3,Buruh,2,3,3
39,500000,6,4500000,0,Guru/Dosen,5,5,2
53,500000,10,5000000,0,Pedagang,2,2,5
90,1200000,3,5000000,4,Guru/Dosen,3,5,2
48,2500000,4,4600000,0,Buruh,3,5,2
87,500000,4,4000000,0,Pekerja Lepas,3,1,0
72,1200000,6,2300000,4,Pedagang,4,4,1
30,2000000,4,5000000,1,Pekerja Lepas,5,6,6
24,1000000,5,1500000,2,Buruh,3,1,5
89,1000000,6,2300000,0,Wirausaha,5,0,3
94,1000000,16,1200000,1,Pekerja Lepas,1,6,6
63,1900000,5,4000000,4,Pedagang,5,5,2
26,500000,3,4500000,4,Wirausaha,4,3,2
34,1800000,4,3000000,1,Guru/Dosen,1,0,0
51,1400000,8,4000000,5,Buruh,1,1,1
86,1200000,10,2500000,1,Pedagang,5,2,0
84,1200000,20,3500000,2,Pedagang,4,1,4
98,3000000,5,3000000,2,Guru/Dosen,3,1,3
25,2500000,5,2300000,5,Pedagang,5,1,2
28,2000000,10,4800000,5,Pedagang,3,5,1
26,1900000,6,3500000,1,Pekerja Lepas,1,6,6
96,1900000,4,2500000,3,Buruh,1,1,4
100,700000,20,4400000,2,Pedagang,5,6,0
47,1800000,6,4800000,4,Pedagang,2,2,6
67,2000000,4,5000000,2,Wirausaha,5,6,0
75,2000000,4,4600000,5,Guru/Dosen,4,1,4
84,1000000,4,4400000,0,Pedagang,5,5,1
21,1000000,6,1500000,1,Pedagang,5,0,5
52,1200000,12,1200000,5,Pekerja Lepas,1,5,2
56,500000,16,4400000,3,Buruh,3,4,7
76,1400000,16,4400000,3,Wirausaha,3,2,1
33,1800000,20,2000000,1,Pedagang,5,0,3
67,1800000,10,3500000,2,Pedagang,4,1,1
100,2000000,6,1200000,0,Pedagang,3,4,2
72,1500000,12,4500000,4,Pedagang,3,1,2
78,1400000,10,4400000,0,Guru/Dosen,4,6,1
25,1200000,5,5000000,2,Pedagang,5,4,2
52,1800000,3,5000000,2,Pedagang,2,5,7
69,1200000,6,4800000,3,Pedagang,5,2,6
23,500000,6,2500000,5,Pekerja Lepas,3,4,2
55,1600000,5,3000000,3,Guru/Dosen,4,2,5
72,700000,5,2000000,3,Wirausaha,3,2,3
69,500000,3,4000000,3,Wirausaha,3,6,0
54,2500000,3,1200000,2,Pedagang,5,5,1
72,2500000,12,3500000,2,Buruh,4,2,0
67,700000,4,4000000,2,Pekerja Lepas,3,5,2
20,2000000,10,1500000,4,Wirausaha,1,0,3
41,500000,12,5000000,2,Wirausaha,5,4,0
55,2000000,4,5000000,3,Pekerja Lepas,5,4,5
87,500000,20,2300000,0,Buruh,3,0,2
24,1200000,20,4500000,3,Pedagang,5,3,6
65,1200000,4,4500000,3,Buruh,5,2,4
24,1500000,4,2000000,3,Wirausaha,1,3,0
69,1600000,12,4600000,2,Buruh,4,4,1
94,1000000,10,3000000,1,Buruh,1,5,3
40,2500000,8,1200000,0,Wirausaha,4,5,7
62,2500000,16,2000000,2,Guru/Dosen,4,6,5
96,1200000,3,4400000,2,Guru/Dosen,2,2,5
45,1200000,16,2500000,3,Pedagang,5,5,1
53,500000,8,5000000,0,Pedagang,3,3,1
80,2500000,6,1200000,2,Buruh,1,6,5
33,700000,10,4400000,4,Pedagang,3,3,1
23,1200000,16,3000000,1,Pedagang,3,2,0
64,1500000,4,2300000,1,Pekerja Lepas,3,5,1
44,1000000,10,4500000,4,Buruh,4,6,3
79,2500000,5,1500000,5,Pedagang,3,4,3
99,1200000,5,4800000,0,Buruh,5,2,6
45,1800000,8,1200000,3,Pekerja Lepas,4,4,8
92,1200000,3,4400000,4,Wirausaha,2,5,0
56,1900000,3,5000000,5,Buruh,1,3,0
78,1200000,3,2300000,3,Wirausaha,4,5,0
32,1800000,12,2000000,4,Pekerja Lepas,2,0,5
21,3000000,6,4400000,5,Pedagang,3,2,2
95,3000000,6,4800000,3,Guru/Dosen,5,0,2
22,1200000,4,1200000,0,Guru/Dosen,4,1,1
42,1000000,20,2300000,1,Wirausaha,1,6,3
26,700000,4,4000000,0,Pedagang,5,2,1
66,1500000,12,4800000,2,Pekerja Lepas,2,2,7
57,700000,5,1800000,2,Pekerja Lepas,4,6,1
21,700000,20,3000000,1,Buruh,1,6,0
87,3000000,20,4400000,3,Pedagang,4,3,7
99,1500000,4,2500000,3,Pedagang,5,5,1
23,1900000,12,2000000,3,Pedagang,1,3,8
36,700000,10,4800000,3,Buruh,1,4,1
80,2500000,8,4500000,2,Guru/Dosen,1,4,8
27,500000,4,2000000,0,Pedagang,1,0,0
53,1000000,8,2000000,1,Wirausaha,1,4,1
22,1200000,3,2000000,3,Guru/Dosen,2,1,5
25,1200000,10,5000000,3,Pekerja Lepas,5,5,1
56,1800000,12,1800000,1,Guru/Dosen,2,6,6
52,1900000,6,4800000,5,Pedagang,5,0,1
89,1400000,6,2500000,0,Wirausaha,2,3,2
49,1200000,5,4400000,2,Pedagang,3,0,7
22,1000000,6,3000000,0,Buruh,2,1,0
74,3000000,10,4400000,4,Pedagang,2,5,7
72,3000000,10,2000000,3,Guru/Dosen,1,4,3
43,1600000,6,4000000,4,Buruh,2,6,0
52,2000000,16,5000000,0,Guru/Dosen,3,1,1
42,1200000,4,5000000,3,Pedagang,2,0,5
44,1000000,8,4500000,1,Buruh,1,0,4
92,1000000,4,4600000,5,Buruh,4,4,0
30,1800000,12,2300000,2,Pedagang,5,4,2
56,1000000,6,5000000,0,Guru/Dosen,4,1,5
42,1000000,3,2500000,4,Pedagang,4,0,5
26,1500000,20,1500000,3,Pedagang,2,0,7
71,1800000,3,2300000,2,Wirausaha,4,4,5
55,1400000,6,2000000,3,Pedagang,5,1,1
62,1400000,3,4400000,4,Pedagang,1,5,1
46,1200000,3,4800000,2,Pedagang,1,4,0
22,2000000,6,4800000,3,Pekerja Lepas,2,2,0
42,2500000,6,4400000,3,Wirausaha,5,5,8
96,3000000,20,4600000,3,Guru/Dosen,1,2,6
45,1600000,5,3000000,3,Pedagang,2,4,4
72,1200000,10,1200000,4,Wirausaha,2,2,5
66,3000000,16,2300000,2,Pedagang,4,6,1
42,1900000,10,3500000,2,Buruh,5,2,5
39,2500000,4,4000000,5,Buruh,4,5,1
69,1900000,8,4400000,4,Guru/Dosen,2,1,7
97,2500000,10,4400000,5,Buruh,1,3,1
75,700000,4,2000000,5,Wirausaha,3,5,3
99,700000,20,4000000,3,Pekerja Lepas,1,5,0
79,1500000,16,2500000,4,Pedagang,1,0,5
63,1800000,10,4800000,1,Wirausaha,2,4,2
75,1900000,5,4500000,1,Buruh,5,2,5
57,1200000,6,4400000,3,Pedagang,2,2,0
97,1200000,10,4500000,3,Wirausaha,1,5,1
91,1900000,3,1500000,1,Wirausaha,1,3,5
29,1000000,4,3000000,1,Pekerja Lepas,3,3,4
96,2000000,5,4600000,1,Buruh,4,2,1
67,1400000,12,2500000,2,Pedagang,2,5,6
58,3000000,12,3500000,5,Buruh,3,6,8
84,1500000,12,4800000,1,Guru/Dosen,2,2,1
63,1200000,6,2500000,5,Pekerja Lepas,1,2,7
46,1800000,6,3500000,2,Pedagang,5,5,0
88,2000000,5,2500000,4,Guru/Dosen,5,2,1
72,1000000,12,3000000,0,Pedagang,2,6,0
34,1900000,4,1200000,3,Wirausaha,1,1,0
44,700000,12,5000000,2,Buruh,1,5,2
34,1500000,20,1200000,5,Buruh,1,3,7
47,1600000,4,4800000,4,Pekerja Lepas,5,5,1
62,1200000,4,1500000,0,Buruh,2,6,1
45,2500000,4,4600000,2,Guru/Dosen,2,4,2
70,3000000,20,4500000,0,Pedagang,5,5,1
64,2500000,10,1800000,4,Pedagang,4,0,0
58,700000,16,1500000,3,Pekerja Lepas,1,1,0
65,500000,5,3500000,1,Buruh,5,5,8
82,500000,10,2500000,3,Wirausaha,4,2,3
45,1200000,5,4800000,4,Buruh,2,3,3
42,1200000,20,4500000,5,Pekerja Lepas,5,6,3
25,3000000,20,3500000,2,Pekerja Lepas,1,5,5
87,1000000,10,4400000,3,Guru/Dosen,4,4,4
89,1000000,16,2000000,1,Pedagang,4,5,8
60,500000,6,1800000,5,Pedagang,1,2,5
62,500000,16,5000000,0,Pekerja Lepas,3,2,4
75,1200000,4,3000000,2,Wirausaha,4,4,8
30,500000,12,3000000,0,Pedagang,5,6,4
37,1800000,3,4500000,3,Wirausaha,5,5,1
24,500000,4,4500000,3,Guru/Dosen,1,0,3
92,1600000,10,1200000,0,Wirausaha,4,5,1
81,1200000,3,2300000,3,Pekerja Lepas,4,5,4
76,1200000,4,4500000,2,Pekerja Lepas,4,3,1
79,1900000,3,4400000,0,Guru/Dosen,5,6,5
68,700000,16,1200000,3,Pekerja Lepas,4,6,3
64,1400000,8,2000000,5,Guru/Dosen,4,4,1
40,500000,3,5000000,4,Pekerja Lepas,3,6,0
28,1200000,8,4000000,1,Pedagang,2,2,3
24,1900000,10,4400000,4,Pedagang,3,0,6
89,500000,10,4500000,2,Wirausaha,4,4,2
75,1000000,4,2500000,4,Pedagang,3,0,1
89,1200000,20,1500000,2,Pedagang,1,6,0
73,1500000,20,2500000,5,Pedagang,3,0,8
57,3000000,8,2000000,0,Guru/Dosen,2,5,1
64,3000000,3,3000000,3,Buruh,3,5,0
51,1200000,5,5000000,4,Pedagang,2,5,7
93,3000000,8,3500000,1,Pedagang,1,3,2
71,1600000,4,4600000,2,Pekerja Lepas,2,4,1
85,1200000,3,1800000,3,Guru/Dosen,2,1,1
41,1200000,16,2300000,1,Buruh,3,0,2
47,2500000,12,4400000,1,Pedagang,2,1,1
52,700000,5,5000000,1,Wirausaha,4,3,1
94,1200000,4,2500000,1,Wirausaha,5,2,1
71,1200000,10,2300000,4,Guru/Dosen,1,1,3
75,500000,4,3000000,0,Wirausaha,5,0,2
97,1400000,5,4000000,5,Wirausaha,3,5,0
25,700000,4,2500000,3,Wirausaha,1,2,0
77,1400000,5,2000000,4,Pekerja Lepas,4,1,3
61,3000000,10,2300000,1,Buruh,5,3,2
36,2000000,20,2500000,5,Wirausaha,5,4,0
55,500000,16,4800000,4,Pedagang,1,6,2
92,2500000,6,4600000,3,Pedagang,4,5,1
57,2000000,4,4600000,0,Pedagang,5,5,0
42,1900000,12,2500000,5,Buruh,3,0,6
85,1800000,12,3500000,1,Buruh,1,3,0
69,1400000,6,2500000,0,Pekerja Lepas,3,3,7
92,1600000,5,1200000,0,Buruh,2,1,7
55,2500000,10,3500000,0,Buruh,5,4,2
41,2000000,8,1800000,0,Pedagang,3,4,8
58,500000,4,4600000,2,Pedagang,1,6,4
99,2500000,8,1800000,4,Buruh,2,0,7
32,1600000,5,3500000,0,Pedagang,4,3,0
73,700000,10,1500000,5,Wirausaha,5,3,1
70,1500000,8,4000000,3,Pekerja Lepas,5,2,8
71,2000000,16,2500000,5,Guru/Dosen,5,5,0
40,700000,4,4000000,4,Pedagang,5,4,6
95,1200000,10,4800000,2,Pekerja Lepas,4,2,8
21,700000,8,1800000,4,Pekerja Lepas,5,1,1
61,1900000,16,4600000,3,Wirausaha,1,0,6
22,1800000,16,1200000,3,Pedagang,3,4,0
69,1800000,20,3000000,1,Pekerja Lepas,2,3,8
73,1200000,4,1800000,5,Wirausaha,2,5,1
93,1000000,6,4600000,0,Buruh,1,1,4
89,500000,6,5000000,2,Wirausaha,4,2,5
65,1000000,10,2300000,4,Pedagang,1,4,1
73,1000000,3,4800000,4,Wirausaha,4,5,5
52,1500000,20,1500000,0,Pedagang,4,4,3
56,1500000,16,3500000,5,Pedagang,4,0,5
51,1900000,5,3500000,0,Pedagang,4,2,1
51,1400000,20,4800000,3,Wirausaha,2,6,6
78,3000000,6,1800000,1,Pedagang,3,3,0
90,1600000,10,4000000,0,Guru/Dosen,5,0,1
74,1900000,10,2000000,4,Guru/Dosen,1,0,1
89,2500000,12,2000000,2,Pedagang,2,4,5
89,1000000,3,4000000,2,Buruh,1,1,1
34,2000000,6,4800000,1,Pedagang,1,6,1
54,1500000,4,1500000,5,Pekerja Lepas,4,3,8
99,1200000,12,4000000,5,Pedagang,1,5,6
41,1500000,10,2300000,0,Pedagang,2,6,1
32,1600000,10,4500000,1,Pedagang,4,6,5
72,500000,5,4500000,2,Wirausaha,3,2,4
49,1200000,10,4000000,3,Pedagang,2,2,0
38,3000000,5,2000000,3,Pekerja Lepas,2,3,0
97,1400000,8,3500000,2,Pedagang,4,5,3
96,500000,12,1500000,3,Guru/Dosen,3,3,1
69,1200000,10,2500000,1,Pekerja Lepas,4,2,3
72,500000,3,4600000,3,Buruh,2,3,1
91,2500000,10,4000000,4,Guru/Dosen,4,1,1
21,1400000,8,1800000,5,Wirausaha,5,1,3
50,1000000,8,4800000,0,Pekerja Lepas,4,6,5
86,2500000,4,1500000,1,Wirausaha,1,0,3
79,500000,12,1200000,1,Pedagang,2,5,0
32,700000,16,5000000,0,Wirausaha,1,6,1
90,500000,4,2500000,1,Pedagang,1,0,6
66,1800000,12,4800000,4,Wirausaha,2,1,0
23,1600000,4,3000000,4,Buruh,2,5,3
25,500000,20,1500000,4,Guru/Dosen,4,4,1
77,3000000,6,2000000,0,Guru/Dosen,3,0,3
32,1000000,3,3500000,0,Wirausaha,1,5,1
68,1200000,4,3000000,4,Pekerja Lepas,3,6,5
66,500000,6,5000000,3,Wirausaha,4,6,4
45,2500000,12,2500000,4,Pedagang,1,3,6
69,1200000,3,1800000,2,Guru/Dosen,4,2,3
57,1000000,10,2300000,5,Pekerja Lepas,4,3,1
51,1900000,5,4800000,4,Pekerja Lepas,5,4,2
87,1900000,4,4800000,0,Pedagang,2,6,6
96,1400000,4,3500000,3,Pedagang,3,2,0
99,1200000,3,4400000,3,Pedagang,4,3,2
87,2000000,20,4600000,4,Pedagang,3,0,0
68,1500000,10,3500000,5,Guru/Dosen,4,6,2
96,2000000,8,5000000,0,Pedagang,1,0,0
38,1400000,12,4000000,1,Pedagang,3,5,5
73,3000000,10,1200000,3,Pekerja Lepas,5,2,2
89,2500000,16,4400000,3,Pekerja Lepas,3,2,0
50,2500000,5,4000000,2,Pedagang,3,1,2
66,1200000,12,1500000,5,Pedagang,5,3,0
64,700000,4,1200000,5,Pedagang,2,0,5
100,1900000,3,2000000,2,Pedagang,5,5,1
81,3000000,10,5000000,5,Buruh,5,1,1
98,500000,10,2500000,1,Buruh,5,6,2
45,1800000,6,4800000,4,Guru/Dosen,1,4,0
84,1900000,16,2000000,3,Buruh,2,0,1
64,1000000,4,4400000,3,Pedagang,3,3,6
30,700000,12,4400000,5,Buruh,4,2,3
31,1200000,16,4400000,2,Pedagang,2,3,0
47,1200000,16,5000000,1,Guru/Dosen,1,2,3
77,700000,10,4000000,0,Buruh,3,4,0
54,700000,10,1800000,2,Buruh,3,6,5
37,1200000,3,4800000,4,Buruh,1,1,5
100,1900000,16,3500000,4,Guru/Dosen,1,2,5
81,1400000,16,4800000,1,Pedagang,1,3,4
42,1000000,6,4400000,4,Pedagang,4,4,4
72,1600000,4,4800000,1,Guru/Dosen,1,4,0
65,2000000,4,1800000,1,Pekerja Lepas,4,4,8
23,1900000,4,4400000,1,Buruh,5,0,1
44,1600000,4,2300000,4,Buruh,4,1,8
65,1200000,5,1800000,3,Wirausaha,2,5,0
33,1400000,6,4800000,3,Pedagang,3,4,4
67,500000,8,1500000,0,Pekerja Lepas,4,4,3
71,3000000,20,5000000,1,Guru/Dosen,1,5,1
21,1600000,10,2000000,5,Guru/Dosen,4,0,6
51,1800000,20,1500000,0,Pekerja Lepas,2,2,0
57,500000,12,4400000,3,Pekerja Lepas,3,0,7
36,1600000,5,3500000,5,Pedagang,5,4,1
46,500000,3,4800000,0,Wirausaha,1,3,2
74,1000000,16,1200000,1,Guru/Dosen,5,6,0
53,1400000,3,4400000,1,Pekerja Lepas,5,5,6
35,1200000,10,4800000,2,Wirausaha,2,2,3
38,700000,10,1500000,2,Buruh,5,3,3
93,1200000,5,5000000,0,Guru/Dosen,2,3,6
70,1900000,16,1500000,4,Pedagang,4,6,5
44,700000,6,4500000,1,Pedagang,3,5,6
30,1900000,4,4600000,2,Pekerja Lepas,1,6,1
93,500000,3,2300000,1,Guru/Dosen,4,5,4
32,1200000,10,2000000,0,Guru/Dosen,3,5,4
73,1600000,6,4400000,5,Guru/Dosen,4,5,4
44,700000,10,3000000,5,Buruh,4,3,5
25,1800000,12,3000000,4,Pedagang,2,2,4
21,1200000,4,5000000,4,Guru/Dosen,1,5,0
20,1200000,12,4800000,2,Pekerja Lepas,1,4,6
55,1800000,16,1800000,4,Wirausaha,1,2,4
96,1800000,5,4600000,3,Pekerja Lepas,3,5,5
44,1800000,3,2000000,1,Guru/Dosen,5,1,5
26,2000000,20,4000000,1,Buruh,2,0,6
44,1600000,4,2300000,4,Wirausaha,2,0,7
46,1900000,4,4800000,4,Pekerja Lepas,5,5,0
60,1200000,20,3000000,5,Buruh,2,0,4
73,2500000,3,1200000,3,Buruh,3,6,0
45,1400000,10,5000000,4,Pedagang,5,2,2
83,1000000,10,4600000,1,Buruh,5,4,1
46,1400000,6,4400000,4,Pedagang,5,3,0
37,700000,4,4800000,5,Pedagang,5,6,0
57,1400000,4,5000000,0,Guru/Dosen,3,0,2
92,700000,4,4400000,2,Wirausaha,1,4,2
82,1000000,16,2500000,0,Wirausaha,2,2,0
29,2500000,4,2500000,3,Pedagang,5,4,1
36,1200000,10,4000000,0,Guru/Dosen,2,3,4
93,1400000,3,4800000,4,Pekerja Lepas,2,6,0
53,1200000,10,2000000,3,Wirausaha,1,6,7
35,1500000,10,4000000,2,Pedagang,2,1,1
44,2000000,8,4800000,1,Guru/Dosen,4,0,2
57,500000,10,4500000,3,Buruh,4,3,3
73,1200000,10,2300000,3,Guru/Dosen,2,1,6
91,500000,10,4000000,4,Pekerja Lepas,2,4,3
59,1200000,20,3000000,2,Pekerja Lepas,2,2,7
86,1000000,10,5000000,1,Guru/Dosen,4,4,0
78,1200000,10,2500000,5,Wirausaha,4,4,4
62,1200000,12,1500000,0,Pedagang,2,4,0
48,1400000,16,2000000,3,Wirausaha,2,6,7
47,3000000,5,4600000,3,Guru/Dosen,3,4,8
88,3000000,10,4600000,3,Pedagang,1,4,2
85,3000000,8,4500000,4,Buruh,4,4,0
82,1800000,6,1200000,4,Pekerja Lepas,3,0,3
24,1900000,12,2500000,0,Wirausaha,4,4,5
91,3000000,6,4800000,3,Pedagang,5,2,6
81,500000,5,1800000,0,Pedagang,2,2,2
84,700000,12,1200000,4,Buruh,4,6,6
34,700000,3,4400000,1,Wirausaha,2,3,8
57,500000,12,1500000,4,Pekerja Lepas,3,6,1
88,1600000,10,4400000,4,Buruh,5,1,3
25,700000,5,4500000,4,Pedagang,3,1,6
73,1900000,4,4000000,0,Buruh,3,1,6
44,700000,10,3500000,1,Pekerja Lepas,4,6,3
91,2000000,20,4400000,2,Wirausaha,5,5,1
33,500000,20,1200000,3,Pedagang,4,1,1
20,700000,10,4800000,3,Pedagang,1,0,1
78,3000000,4,3000000,3,Pedagang,5,5,6
40,500000,4,1200000,3,Buruh,2,6,3
64,3000000,6,1500000,1,Pedagang,5,2,0
20,1400000,12,1500000,3,Pekerja Lepas,4,6,3
65,500000,4,2000000,0,Guru/Dosen,3,1,0
65,1000000,10,1200000,0,Pedagang,2,2,3
87,1000000,3,1200000,2,Pedagang,5,2,1
100,1200000,6,3000000,4,Pedagang,3,2,5
64,1500000,5,3500000,5,Pedagang,2,6,0
38,1200000,5,4800000,5,Wirausaha,2,5,4
38,1800000,4,1200000,3,Guru/Dosen,1,4,7
80,1200000,6,3000000,3,Wirausaha,5,3,0
96,1900000,20,1500000,3,Wirausaha,1,3,4
89,2000000,3,4500000,4,Wirausaha,3,6,0
34,1800000,5,1200000,3,Guru/Dosen,3,5,2
51,500000,10,3500000,3,Guru/Dosen,5,2,1
77,1000000,5,2000000,1,Wirausaha,1,4,6
85,1500000,16,2300000,3,Pekerja Lepas,4,6,4
97,3000000,4,3500000,5,Pedagang,2,0,1
23,1600000,16,1200000,1,Pekerja Lepas,5,1,2
82,1900000,4,5000000,1,Pekerja Lepas,3,1,3
82,1600000,20,4400000,5,Pekerja Lepas,4,3,5
44,2500000,6,2500000,1,Guru/Dosen,2,4,4
51,1200000,8,1200000,4,Pekerja Lepas,2,2,0
21,2000000,12,2300000,4,Pekerja Lepas,2,6,0
74,700000,8,1200000,1,Pedagang,5,5,5
76,1200000,6,2000000,2,Pedagang,4,1,3
56,2500000,5,3500000,1,Pedagang,5,5,2
45,1200000,4,4400000,1,Buruh,1,5,6
22,1200000,4,4800000,0,Pedagang,5,4,6
96,1200000,4,2000000,4,Wirausaha,5,1,4
92,1800000,4,2500000,0,Wirausaha,4,3,1
79,3000000,10,2000000,4,Buruh,3,1,3
23,1400000,5,4800000,1,Pedagang,4,4,1
63,1500000,12,4500000,5,Pekerja Lepas,3,3,3
23,1200000,4,4500000,2,Buruh,4,3,6
46,1600000,12,2500000,0,Guru/Dosen,4,1,1
79,1900000,5,3000000,0,Pedagang,5,2,0
94,500000,10,2300000,1,Pekerja Lepas,3,0,4
69,1400000,4,1200000,5,Buruh,4,6,1
22,1200000,16,1800000,4,Buruh,5,5,0
88,1600000,10,1200000,0,Pedagang,3,3,0
50,1000000,20,1800000,0,Pedagang,5,0,0
84,700000,5,4800000,3,Guru/Dosen,5,1,0
51,1500000,4,2300000,4,Buruh,4,4,5
96,500000,5,2500000,3,Pedagang,5,5,0
33,3000000,6,1800000,1,Buruh,5,1,6
68,1600000,10,1800000,3,Pekerja Lepas,2,0,5
31,500000,3,1800000,5,Pedagang,2,6,6
100,700000,4,4500000,0,Buruh,1,2,0
