,usia,econ,pekerjaan,pinjaman ke,telat bayar,donasi,score
5185,2.0,4.0,1.0,1.0,2.0,2.0,496.84299999999996
5186,2.0,5.0,2.0,3.0,2.0,2.0,770.259
5187,2.0,5.0,2.0,2.0,2.0,1.0,656.9359999999999
5188,1.0,0.0,2.0,2.0,3.0,0.0,234.586
5189,1.0,3.0,2.0,3.0,1.0,1.0,589.129
5190,1.0,5.0,1.0,2.0,1.0,1.0,590.546
5191,2.0,5.0,1.0,2.0,2.0,1.0,593.1859999999999
5192,2.0,0.0,1.0,3.0,2.0,1.0,324.019
5193,2.0,5.0,2.0,3.0,1.0,0.0,703.889
5194,1.0,5.0,1.0,1.0,0.0,1.0,538.323
5195,1.0,5.0,1.0,2.0,2.0,0.0,529.4459999999999
5196,2.0,5.0,1.0,3.0,3.0,3.0,730.389
5197,1.0,5.0,1.0,1.0,2.0,1.0,501.10299999999995
5198,1.0,5.0,2.0,2.0,2.0,1.0,635.6859999999999
5199,2.0,2.0,1.0,1.0,3.0,1.0,299.74300000000005
5200,1.0,5.0,1.0,2.0,2.0,1.0,571.9359999999999
5201,2.0,0.0,2.0,3.0,3.0,1.0,369.159
5202,2.0,5.0,2.0,1.0,1.0,1.0,604.713
5203,2.0,4.0,2.0,3.0,0.0,2.0,739.479
5204,1.0,4.0,1.0,2.0,0.0,1.0,541.156
5205,1.0,0.0,1.0,2.0,2.0,1.0,231.936
5206,1.0,2.0,1.0,3.0,3.0,1.0,420.159
5207,1.0,5.0,2.0,2.0,2.0,0.0,593.1959999999999
5208,2.0,2.0,2.0,3.0,1.0,3.0,627.359
5209,2.0,5.0,2.0,2.0,0.0,2.0,736.646
5210,2.0,5.0,1.0,3.0,2.0,1.0,664.019
5211,2.0,4.0,1.0,2.0,2.0,3.0,610.1659999999999
5212,1.0,5.0,1.0,2.0,2.0,0.0,529.4459999999999
5213,1.0,5.0,1.0,3.0,3.0,1.0,624.159
5214,2.0,5.0,1.0,2.0,3.0,1.0,574.576
5215,2.0,2.0,1.0,1.0,3.0,0.0,257.25300000000004
5216,2.0,5.0,2.0,2.0,0.0,1.0,694.156
5217,1.0,0.0,1.0,2.0,3.0,3.0,298.30600000000004
5218,1.0,5.0,1.0,3.0,1.0,2.0,703.869
5219,2.0,5.0,1.0,3.0,3.0,2.0,687.899
5220,1.0,5.0,1.0,3.0,1.0,1.0,661.379
5221,1.0,5.0,1.0,3.0,2.0,1.0,642.769
5222,2.0,0.0,2.0,2.0,2.0,2.0,359.42600000000004
5223,1.0,5.0,1.0,3.0,2.0,1.0,642.769
5224,1.0,5.0,1.0,2.0,2.0,2.0,614.4259999999999
5225,2.0,1.0,2.0,2.0,3.0,3.0,451.30600000000004
5226,2.0,5.0,1.0,2.0,2.0,2.0,635.6759999999999
5227,2.0,4.0,2.0,3.0,0.0,3.0,781.969
5228,2.0,5.0,2.0,3.0,2.0,2.0,770.259
5229,2.0,4.0,2.0,3.0,2.0,3.0,744.749
5230,1.0,5.0,2.0,2.0,3.0,2.0,659.566
5231,2.0,0.0,1.0,3.0,3.0,0.0,262.919
5232,2.0,5.0,1.0,3.0,0.0,3.0,786.219
5233,2.0,0.0,1.0,3.0,0.0,3.0,446.21900000000005
5234,1.0,5.0,1.0,2.0,2.0,2.0,614.4259999999999
5235,2.0,0.0,1.0,2.0,0.0,1.0,290.406
5236,2.0,2.0,2.0,2.0,2.0,1.0,452.936
5237,2.0,5.0,1.0,3.0,2.0,3.0,748.999
5238,1.0,5.0,1.0,3.0,2.0,1.0,642.769
5239,2.0,0.0,1.0,2.0,3.0,2.0,277.06600000000003
5240,2.0,1.0,2.0,3.0,2.0,2.0,498.259
5241,1.0,4.0,2.0,3.0,3.0,3.0,704.889
5242,2.0,3.0,1.0,2.0,0.0,3.0,579.386
5243,2.0,0.0,1.0,3.0,2.0,1.0,324.019
5244,2.0,1.0,1.0,3.0,2.0,1.0,392.019
5245,2.0,5.0,1.0,2.0,1.0,1.0,611.796
5246,1.0,0.0,1.0,3.0,3.0,1.0,284.159
5247,2.0,2.0,1.0,3.0,2.0,1.0,460.019
5248,1.0,5.0,1.0,3.0,1.0,0.0,618.889
5249,1.0,1.0,2.0,1.0,2.0,1.0,292.853
5250,2.0,2.0,1.0,3.0,3.0,3.0,526.389
5251,1.0,3.0,1.0,2.0,3.0,3.0,502.30600000000004
5252,1.0,4.0,2.0,3.0,1.0,0.0,614.639
5253,1.0,2.0,1.0,3.0,2.0,0.0,396.279
5254,1.0,5.0,2.0,2.0,1.0,1.0,654.296
5255,2.0,0.0,1.0,2.0,2.0,0.0,210.696
5256,2.0,5.0,1.0,2.0,0.0,1.0,630.406
5257,1.0,3.0,1.0,3.0,1.0,2.0,567.869
5258,2.0,4.0,1.0,2.0,2.0,3.0,610.1659999999999
5259,1.0,0.0,2.0,2.0,1.0,0.0,271.806
5260,1.0,0.0,1.0,1.0,2.0,2.0,203.59300000000002
5261,2.0,2.0,2.0,3.0,2.0,1.0,523.769
5262,1.0,0.0,1.0,3.0,2.0,1.0,302.769
5263,1.0,5.0,1.0,2.0,2.0,0.0,529.4459999999999
5264,2.0,5.0,1.0,2.0,2.0,2.0,635.6759999999999
5265,2.0,4.0,1.0,3.0,3.0,1.0,577.409
5266,1.0,3.0,1.0,3.0,0.0,1.0,543.989
5267,2.0,2.0,2.0,2.0,1.0,3.0,556.526
5268,1.0,2.0,1.0,2.0,2.0,3.0,452.91600000000005
5269,2.0,0.0,1.0,2.0,3.0,1.0,234.57600000000002
5270,2.0,5.0,1.0,3.0,2.0,0.0,621.529
5271,2.0,5.0,1.0,3.0,2.0,1.0,664.019
5272,2.0,5.0,1.0,1.0,2.0,1.0,522.353
5273,2.0,0.0,1.0,3.0,1.0,1.0,342.629
5274,1.0,3.0,2.0,1.0,1.0,1.0,447.46299999999997
5275,2.0,5.0,1.0,3.0,2.0,1.0,664.019
5276,2.0,5.0,1.0,2.0,2.0,1.0,593.1859999999999
5277,2.0,3.0,2.0,3.0,3.0,3.0,658.139
5278,2.0,5.0,1.0,3.0,3.0,1.0,645.409
5279,2.0,5.0,1.0,3.0,3.0,1.0,645.409
5280,2.0,2.0,1.0,2.0,2.0,2.0,431.67600000000004
5281,1.0,1.0,2.0,2.0,0.0,1.0,400.906
5282,2.0,2.0,1.0,3.0,3.0,3.0,526.389
5283,2.0,0.0,1.0,3.0,2.0,1.0,324.019
5284,2.0,3.0,1.0,2.0,1.0,1.0,475.796
5285,1.0,5.0,1.0,1.0,3.0,1.0,482.49300000000005
5286,1.0,4.0,2.0,1.0,2.0,1.0,496.85299999999995
5287,2.0,1.0,1.0,1.0,2.0,1.0,250.353
5288,2.0,3.0,2.0,1.0,0.0,1.0,487.323
5289,1.0,4.0,2.0,2.0,2.0,1.0,567.6859999999999
5290,2.0,2.0,2.0,2.0,2.0,3.0,537.9159999999999
5291,2.0,3.0,1.0,3.0,2.0,2.0,570.509
5292,1.0,4.0,2.0,3.0,2.0,2.0,681.009
5293,2.0,3.0,1.0,3.0,3.0,2.0,551.899
5294,2.0,0.0,2.0,2.0,0.0,2.0,396.646
5295,1.0,1.0,1.0,3.0,2.0,2.0,413.259
5296,1.0,5.0,1.0,2.0,3.0,3.0,638.306
5297,2.0,5.0,2.0,2.0,3.0,0.0,595.836
5298,1.0,5.0,2.0,1.0,0.0,2.0,644.563
5299,2.0,5.0,2.0,3.0,0.0,1.0,764.989
5300,2.0,2.0,1.0,2.0,2.0,2.0,431.67600000000004
5301,1.0,1.0,2.0,3.0,0.0,2.0,514.229
5302,1.0,2.0,1.0,2.0,1.0,3.0,471.52599999999995
5303,2.0,2.0,1.0,3.0,3.0,2.0,483.899
5304,1.0,5.0,1.0,2.0,3.0,3.0,638.306
5305,2.0,1.0,2.0,3.0,3.0,1.0,437.159
5306,1.0,0.0,1.0,3.0,2.0,3.0,387.749
5307,1.0,3.0,1.0,3.0,2.0,1.0,506.769
5308,2.0,5.0,1.0,2.0,2.0,0.0,550.6959999999999
5309,2.0,2.0,1.0,1.0,1.0,1.0,336.96299999999997
5310,2.0,5.0,1.0,2.0,3.0,0.0,532.086
5311,2.0,3.0,1.0,3.0,0.0,0.0,522.749
5312,1.0,5.0,2.0,3.0,2.0,1.0,706.519
5313,1.0,5.0,2.0,3.0,3.0,0.0,645.419
5314,1.0,5.0,2.0,3.0,3.0,1.0,687.909
5315,1.0,0.0,1.0,3.0,3.0,1.0,284.159
5316,1.0,5.0,1.0,1.0,2.0,3.0,586.083
5317,2.0,2.0,1.0,1.0,1.0,3.0,421.943
5318,2.0,5.0,1.0,2.0,2.0,3.0,678.1659999999999
5319,2.0,3.0,1.0,3.0,3.0,1.0,509.409
5320,2.0,5.0,1.0,3.0,2.0,1.0,664.019
5321,2.0,2.0,2.0,2.0,3.0,1.0,434.326
5322,2.0,0.0,2.0,3.0,2.0,1.0,387.769
5323,2.0,5.0,2.0,1.0,1.0,3.0,689.693
5324,2.0,1.0,1.0,3.0,3.0,1.0,373.409
5325,1.0,3.0,1.0,1.0,0.0,0.0,359.83299999999997
5326,2.0,5.0,2.0,1.0,3.0,1.0,567.493
5327,2.0,5.0,2.0,2.0,1.0,0.0,633.056
5328,2.0,3.0,1.0,3.0,1.0,0.0,504.139
5329,2.0,5.0,1.0,1.0,2.0,1.0,522.353
5330,2.0,5.0,1.0,3.0,1.0,2.0,725.119
5331,1.0,5.0,1.0,2.0,2.0,3.0,656.9159999999999
5332,2.0,1.0,1.0,2.0,2.0,3.0,406.16600000000005
5333,1.0,3.0,1.0,1.0,3.0,2.0,388.98300000000006
5334,2.0,5.0,2.0,2.0,1.0,2.0,718.0360000000001
5335,1.0,0.0,1.0,2.0,2.0,1.0,231.936
5336,2.0,1.0,1.0,2.0,0.0,3.0,443.38599999999997
5337,1.0,4.0,1.0,2.0,2.0,1.0,503.936
5338,2.0,1.0,1.0,3.0,0.0,1.0,429.23900000000003
5339,2.0,0.0,1.0,2.0,3.0,2.0,277.06600000000003
5340,1.0,5.0,1.0,3.0,2.0,2.0,685.259
5341,1.0,0.0,2.0,3.0,0.0,1.0,403.73900000000003
5342,1.0,5.0,1.0,3.0,0.0,2.0,722.479
5343,2.0,0.0,1.0,3.0,0.0,2.0,403.72900000000004
5344,2.0,5.0,2.0,2.0,3.0,1.0,638.326
5345,1.0,5.0,1.0,1.0,2.0,1.0,501.10299999999995
5346,2.0,3.0,1.0,3.0,1.0,1.0,546.629
5347,1.0,5.0,1.0,1.0,3.0,3.0,567.4730000000001
5348,1.0,2.0,1.0,3.0,2.0,1.0,438.769
5349,2.0,4.0,2.0,2.0,2.0,0.0,546.4459999999999
5350,1.0,5.0,1.0,1.0,1.0,0.0,477.22299999999996
5351,1.0,5.0,2.0,3.0,1.0,3.0,810.109
5352,1.0,5.0,1.0,2.0,0.0,1.0,609.156
5353,2.0,5.0,1.0,1.0,0.0,0.0,517.083
5354,2.0,5.0,1.0,2.0,2.0,2.0,635.6759999999999
5355,1.0,2.0,1.0,1.0,2.0,1.0,297.103
5356,2.0,2.0,2.0,3.0,3.0,0.0,462.669
5357,1.0,4.0,2.0,1.0,2.0,0.0,454.36299999999994
5358,1.0,5.0,2.0,3.0,1.0,0.0,682.639
5359,1.0,5.0,1.0,3.0,2.0,1.0,642.769
5360,1.0,2.0,1.0,3.0,2.0,3.0,523.749
5361,2.0,5.0,1.0,2.0,3.0,1.0,574.576
5362,2.0,0.0,2.0,2.0,2.0,1.0,316.93600000000004
5363,1.0,4.0,2.0,2.0,1.0,1.0,586.296
5364,1.0,5.0,2.0,2.0,3.0,0.0,574.586
5365,2.0,3.0,2.0,3.0,0.0,1.0,628.989
5366,1.0,5.0,2.0,3.0,3.0,3.0,772.889
5367,2.0,0.0,1.0,3.0,1.0,2.0,385.119
5368,2.0,2.0,1.0,2.0,3.0,1.0,370.576
5369,2.0,5.0,1.0,3.0,2.0,3.0,748.999
5370,1.0,5.0,2.0,3.0,0.0,3.0,828.719
5371,2.0,4.0,2.0,2.0,2.0,1.0,588.9359999999999
5372,2.0,5.0,2.0,1.0,0.0,3.0,708.303
5373,1.0,3.0,1.0,3.0,3.0,2.0,530.649
5374,1.0,5.0,1.0,3.0,2.0,0.0,600.279
5375,2.0,0.0,2.0,2.0,3.0,2.0,340.81600000000003
5376,1.0,0.0,1.0,3.0,0.0,3.0,424.96900000000005
5377,2.0,5.0,1.0,2.0,2.0,3.0,678.1659999999999
5378,2.0,3.0,1.0,2.0,3.0,2.0,481.06600000000003
5379,2.0,5.0,2.0,3.0,3.0,2.0,751.649
5380,2.0,0.0,1.0,3.0,3.0,1.0,305.409
5381,2.0,3.0,1.0,3.0,2.0,1.0,528.019
5382,2.0,5.0,1.0,3.0,0.0,3.0,786.219
5383,1.0,1.0,1.0,1.0,1.0,3.0,332.693
5384,2.0,0.0,1.0,1.0,0.0,1.0,219.573
5385,2.0,4.0,2.0,1.0,2.0,1.0,518.103
5386,1.0,5.0,1.0,1.0,2.0,2.0,543.593
5387,1.0,0.0,1.0,2.0,3.0,3.0,298.30600000000004
5388,1.0,3.0,1.0,2.0,3.0,1.0,417.326
5389,2.0,5.0,1.0,2.0,2.0,3.0,678.1659999999999
5390,2.0,0.0,2.0,2.0,2.0,0.0,274.446
5391,1.0,3.0,1.0,2.0,2.0,2.0,478.42600000000004
5392,2.0,3.0,2.0,3.0,2.0,1.0,591.769
5393,2.0,2.0,1.0,3.0,0.0,0.0,454.749
5394,1.0,4.0,1.0,3.0,1.0,3.0,678.359
5395,2.0,4.0,1.0,3.0,3.0,1.0,577.409
5396,2.0,3.0,1.0,3.0,0.0,0.0,522.749
5397,1.0,5.0,1.0,2.0,0.0,1.0,609.156
5398,1.0,0.0,1.0,2.0,2.0,1.0,231.936
5399,1.0,0.0,1.0,2.0,2.0,0.0,189.446
5400,2.0,5.0,2.0,1.0,0.0,1.0,623.323
5401,2.0,1.0,1.0,3.0,3.0,3.0,458.389
5402,2.0,3.0,1.0,1.0,2.0,0.0,343.86299999999994
5403,2.0,2.0,1.0,3.0,2.0,1.0,460.019
5404,1.0,0.0,1.0,3.0,3.0,1.0,284.159
5405,1.0,0.0,1.0,3.0,3.0,1.0,284.159
5406,2.0,0.0,1.0,3.0,1.0,0.0,300.139
5407,2.0,5.0,2.0,3.0,0.0,1.0,764.989
5408,1.0,5.0,2.0,2.0,2.0,1.0,635.6859999999999
5409,2.0,5.0,1.0,2.0,3.0,2.0,617.066
5410,1.0,3.0,2.0,1.0,3.0,1.0,410.24300000000005
5411,2.0,5.0,1.0,3.0,2.0,2.0,706.509
5412,2.0,5.0,1.0,2.0,0.0,3.0,715.386
5413,2.0,5.0,2.0,3.0,0.0,2.0,807.479
5414,1.0,5.0,2.0,3.0,0.0,1.0,743.739
5415,1.0,0.0,1.0,2.0,2.0,3.0,316.916
5416,1.0,5.0,1.0,2.0,2.0,0.0,529.4459999999999
5417,1.0,5.0,1.0,1.0,2.0,1.0,501.10299999999995
5418,2.0,5.0,1.0,1.0,3.0,0.0,461.25300000000004
5419,1.0,4.0,1.0,3.0,3.0,2.0,598.649
5420,2.0,2.0,2.0,1.0,2.0,2.0,424.59299999999996
5421,2.0,2.0,1.0,1.0,2.0,0.0,275.863
5422,1.0,0.0,1.0,3.0,2.0,1.0,302.769
5423,2.0,0.0,1.0,3.0,2.0,1.0,324.019
5424,2.0,2.0,1.0,3.0,1.0,0.0,436.139
5425,2.0,3.0,1.0,1.0,0.0,2.0,466.063
5426,1.0,4.0,1.0,1.0,3.0,0.0,372.00300000000004
5427,2.0,0.0,1.0,2.0,2.0,1.0,253.186
5428,2.0,2.0,1.0,2.0,3.0,0.0,328.086
5429,2.0,5.0,1.0,2.0,1.0,2.0,654.2860000000001
5430,1.0,5.0,1.0,3.0,2.0,3.0,727.749
5431,1.0,3.0,1.0,2.0,3.0,3.0,502.30600000000004
5432,1.0,5.0,1.0,2.0,1.0,1.0,590.546
5433,2.0,3.0,1.0,2.0,2.0,0.0,414.69599999999997
5434,2.0,0.0,2.0,3.0,2.0,1.0,387.769
5435,2.0,5.0,1.0,3.0,1.0,1.0,682.629
5436,1.0,5.0,2.0,1.0,1.0,1.0,583.463
5437,1.0,4.0,1.0,2.0,3.0,1.0,485.326
5438,1.0,0.0,2.0,3.0,2.0,1.0,366.519
5439,2.0,5.0,1.0,1.0,0.0,0.0,517.083
5440,2.0,0.0,1.0,1.0,2.0,0.0,139.863
5441,2.0,3.0,2.0,3.0,2.0,3.0,676.749
5442,2.0,2.0,1.0,3.0,1.0,0.0,436.139
5443,1.0,5.0,1.0,2.0,2.0,2.0,614.4259999999999
5444,1.0,5.0,1.0,3.0,1.0,3.0,746.359
5445,1.0,2.0,1.0,1.0,3.0,1.0,278.493
5446,2.0,5.0,1.0,1.0,2.0,3.0,607.333
5447,2.0,5.0,1.0,3.0,3.0,1.0,645.409
5448,2.0,5.0,1.0,2.0,3.0,0.0,532.086
5449,1.0,2.0,1.0,3.0,2.0,1.0,438.769
5450,2.0,0.0,1.0,1.0,2.0,1.0,182.353
5451,2.0,5.0,1.0,1.0,2.0,3.0,607.333
5452,2.0,1.0,1.0,2.0,2.0,1.0,321.18600000000004
5453,1.0,0.0,1.0,2.0,0.0,2.0,311.646
5454,2.0,5.0,1.0,2.0,2.0,3.0,678.1659999999999
5455,2.0,5.0,2.0,3.0,2.0,2.0,770.259
5456,1.0,4.0,2.0,2.0,0.0,1.0,604.906
5457,2.0,4.0,2.0,3.0,2.0,1.0,659.769
5458,2.0,5.0,1.0,3.0,2.0,1.0,664.019
5459,1.0,2.0,2.0,1.0,1.0,3.0,464.443
5460,2.0,1.0,1.0,2.0,2.0,1.0,321.18600000000004
5461,1.0,4.0,1.0,1.0,2.0,1.0,433.10299999999995
5462,2.0,0.0,1.0,3.0,3.0,0.0,262.919
5463,2.0,5.0,1.0,3.0,1.0,3.0,767.609
5464,2.0,2.0,2.0,2.0,2.0,1.0,452.936
5465,1.0,5.0,1.0,1.0,2.0,3.0,586.083
5466,1.0,5.0,1.0,3.0,0.0,2.0,722.479
5467,2.0,5.0,1.0,3.0,2.0,2.0,706.509
5468,1.0,2.0,1.0,3.0,3.0,0.0,377.669
5469,1.0,2.0,1.0,2.0,2.0,1.0,367.93600000000004
5470,2.0,2.0,1.0,3.0,2.0,2.0,502.509
5471,1.0,2.0,1.0,1.0,2.0,0.0,254.613
5472,1.0,0.0,1.0,3.0,2.0,3.0,387.749
5473,2.0,0.0,1.0,1.0,2.0,2.0,224.84300000000002
5474,2.0,0.0,1.0,3.0,1.0,1.0,342.629
5475,1.0,5.0,2.0,3.0,3.0,3.0,772.889
5476,2.0,5.0,2.0,3.0,2.0,2.0,770.259
5477,2.0,5.0,1.0,3.0,2.0,3.0,748.999
5478,1.0,2.0,1.0,2.0,1.0,1.0,386.546
5479,1.0,0.0,2.0,2.0,2.0,0.0,253.196
5480,1.0,4.0,1.0,2.0,3.0,1.0,485.326
5481,2.0,0.0,1.0,2.0,2.0,1.0,253.186
5482,1.0,5.0,1.0,1.0,2.0,1.0,501.10299999999995
5483,1.0,5.0,1.0,2.0,2.0,0.0,529.4459999999999
5484,2.0,5.0,2.0,2.0,3.0,2.0,680.816
5485,2.0,5.0,1.0,1.0,2.0,1.0,522.353
5486,2.0,5.0,1.0,3.0,0.0,1.0,701.239
5487,2.0,2.0,1.0,2.0,2.0,3.0,474.16600000000005
5488,2.0,5.0,1.0,2.0,3.0,1.0,574.576
5489,1.0,2.0,2.0,2.0,2.0,0.0,389.196
5490,1.0,0.0,1.0,3.0,1.0,2.0,363.869
5491,2.0,5.0,1.0,2.0,2.0,1.0,593.1859999999999
5492,2.0,0.0,1.0,3.0,0.0,1.0,361.23900000000003
5493,1.0,5.0,2.0,2.0,1.0,1.0,654.296
5494,2.0,3.0,1.0,1.0,3.0,0.0,325.25300000000004
5495,1.0,0.0,1.0,3.0,1.0,0.0,278.889
5496,2.0,5.0,1.0,3.0,0.0,0.0,658.749
5497,1.0,3.0,1.0,3.0,2.0,0.0,464.279
5498,1.0,5.0,2.0,3.0,3.0,2.0,730.399
5499,2.0,4.0,2.0,3.0,3.0,0.0,598.669
5500,1.0,3.0,1.0,2.0,2.0,2.0,478.42600000000004
5501,2.0,4.0,1.0,2.0,2.0,1.0,525.1859999999999
5502,1.0,2.0,1.0,2.0,2.0,1.0,367.93600000000004
5503,1.0,5.0,1.0,3.0,0.0,3.0,764.969
5504,2.0,0.0,2.0,1.0,2.0,2.0,288.593
5505,2.0,5.0,2.0,3.0,0.0,2.0,807.479
5506,2.0,2.0,1.0,3.0,2.0,2.0,502.509
5507,2.0,5.0,2.0,2.0,2.0,1.0,656.9359999999999
5508,2.0,0.0,1.0,3.0,3.0,0.0,262.919
5509,2.0,5.0,1.0,3.0,1.0,1.0,682.629
5510,2.0,0.0,1.0,2.0,3.0,1.0,234.57600000000002
5511,2.0,2.0,2.0,3.0,2.0,1.0,523.769
5512,2.0,0.0,2.0,1.0,2.0,1.0,246.103
5513,2.0,5.0,2.0,3.0,2.0,1.0,727.769
5514,1.0,0.0,1.0,3.0,2.0,1.0,302.769
5515,2.0,5.0,2.0,3.0,2.0,0.0,685.279
5516,2.0,4.0,2.0,2.0,3.0,1.0,570.326
5517,2.0,3.0,1.0,2.0,3.0,0.0,396.086
5518,2.0,5.0,1.0,3.0,3.0,1.0,645.409
5519,2.0,0.0,2.0,1.0,3.0,0.0,185.003
5520,2.0,2.0,2.0,1.0,3.0,1.0,363.49300000000005
5521,2.0,1.0,1.0,3.0,0.0,1.0,429.23900000000003
5522,2.0,0.0,1.0,2.0,3.0,2.0,277.06600000000003
5523,2.0,1.0,2.0,3.0,3.0,0.0,394.669
5524,2.0,3.0,2.0,2.0,3.0,3.0,587.306
5525,2.0,5.0,1.0,3.0,2.0,1.0,664.019
5526,1.0,5.0,1.0,2.0,2.0,0.0,529.4459999999999
5527,2.0,5.0,1.0,3.0,2.0,1.0,664.019
5528,2.0,5.0,2.0,3.0,2.0,2.0,770.259
5529,2.0,5.0,1.0,3.0,2.0,0.0,621.529
5530,2.0,1.0,1.0,2.0,2.0,1.0,321.18600000000004
5531,2.0,5.0,2.0,3.0,1.0,2.0,788.869
5532,1.0,5.0,1.0,2.0,1.0,1.0,590.546
5533,1.0,2.0,1.0,2.0,3.0,3.0,434.30600000000004
5534,1.0,0.0,2.0,2.0,0.0,1.0,332.906
5535,1.0,1.0,1.0,2.0,2.0,0.0,257.446
5536,1.0,3.0,1.0,2.0,2.0,0.0,393.446
5537,1.0,5.0,1.0,3.0,3.0,0.0,581.669
5538,2.0,5.0,1.0,3.0,2.0,0.0,621.529
5539,1.0,0.0,1.0,2.0,2.0,3.0,316.916
5540,2.0,5.0,1.0,3.0,2.0,3.0,748.999
5541,1.0,3.0,2.0,2.0,3.0,2.0,523.566
5542,2.0,0.0,2.0,1.0,1.0,1.0,264.71299999999997
5543,1.0,2.0,2.0,2.0,1.0,1.0,450.296
5544,1.0,0.0,1.0,3.0,3.0,2.0,326.649
5545,1.0,5.0,1.0,3.0,1.0,1.0,661.379
5546,2.0,5.0,1.0,3.0,2.0,1.0,664.019
5547,1.0,0.0,1.0,2.0,3.0,2.0,255.81600000000003
5548,2.0,5.0,2.0,2.0,0.0,1.0,694.156
5549,2.0,5.0,1.0,3.0,2.0,1.0,664.019
5550,1.0,5.0,1.0,2.0,0.0,1.0,609.156
5551,2.0,5.0,1.0,1.0,0.0,3.0,644.553
5552,2.0,1.0,1.0,2.0,3.0,1.0,302.576
5553,2.0,5.0,1.0,3.0,2.0,1.0,664.019
5554,2.0,0.0,1.0,3.0,3.0,2.0,347.899
5555,2.0,5.0,1.0,2.0,2.0,2.0,635.6759999999999
5556,1.0,3.0,2.0,3.0,3.0,1.0,551.909
5557,2.0,5.0,1.0,2.0,3.0,2.0,617.066
5558,2.0,5.0,1.0,3.0,3.0,1.0,645.409
5559,1.0,5.0,1.0,3.0,0.0,1.0,679.989
5560,1.0,1.0,2.0,2.0,3.0,1.0,345.076
5561,2.0,5.0,1.0,3.0,3.0,1.0,645.409
5562,2.0,5.0,1.0,1.0,3.0,1.0,503.74300000000005
5563,1.0,2.0,2.0,1.0,2.0,1.0,360.853
5564,1.0,5.0,1.0,3.0,3.0,1.0,624.159
5565,2.0,2.0,2.0,1.0,0.0,0.0,376.83299999999997
5566,2.0,2.0,1.0,2.0,3.0,0.0,328.086
5567,2.0,0.0,1.0,3.0,1.0,3.0,427.60900000000004
5568,2.0,4.0,2.0,1.0,2.0,0.0,475.61299999999994
5569,2.0,2.0,2.0,2.0,0.0,1.0,490.156
5570,1.0,4.0,1.0,3.0,1.0,2.0,635.869
5571,1.0,5.0,1.0,2.0,2.0,1.0,571.9359999999999
5572,1.0,5.0,1.0,3.0,3.0,1.0,624.159
5573,2.0,5.0,2.0,1.0,3.0,1.0,567.493
5574,1.0,5.0,2.0,3.0,1.0,3.0,810.109
5575,2.0,0.0,2.0,3.0,3.0,1.0,369.159
5576,2.0,5.0,1.0,3.0,2.0,0.0,621.529
5577,2.0,5.0,2.0,2.0,2.0,1.0,656.9359999999999
5578,1.0,5.0,1.0,3.0,2.0,2.0,685.259
5579,2.0,0.0,1.0,3.0,2.0,3.0,408.999
5580,1.0,5.0,1.0,3.0,2.0,1.0,642.769
5581,1.0,5.0,1.0,3.0,2.0,1.0,642.769
5582,1.0,1.0,2.0,1.0,2.0,2.0,335.343
5583,2.0,0.0,1.0,2.0,0.0,1.0,290.406
5584,1.0,5.0,2.0,3.0,2.0,0.0,664.029
5585,1.0,0.0,1.0,2.0,0.0,1.0,269.156
5586,1.0,0.0,1.0,3.0,3.0,3.0,369.139
5587,2.0,5.0,1.0,3.0,3.0,0.0,602.919
5588,1.0,0.0,1.0,3.0,2.0,2.0,345.259
5589,2.0,0.0,2.0,2.0,0.0,2.0,396.646
5590,1.0,0.0,1.0,2.0,2.0,3.0,316.916
5591,2.0,3.0,2.0,3.0,0.0,1.0,628.989
5592,1.0,0.0,1.0,2.0,3.0,1.0,213.32600000000002
5593,2.0,4.0,2.0,2.0,3.0,1.0,570.326
5594,1.0,5.0,1.0,3.0,2.0,0.0,600.279
5595,1.0,5.0,2.0,1.0,2.0,2.0,607.343
5596,1.0,5.0,1.0,2.0,1.0,1.0,590.546
5597,2.0,5.0,1.0,2.0,1.0,1.0,611.796
5598,2.0,1.0,1.0,3.0,3.0,1.0,373.409
5599,2.0,3.0,1.0,3.0,2.0,3.0,612.999
5600,1.0,1.0,1.0,1.0,3.0,2.0,252.983
5601,1.0,5.0,1.0,2.0,2.0,3.0,656.9159999999999
5602,1.0,5.0,1.0,3.0,2.0,1.0,642.769
5603,2.0,2.0,1.0,3.0,2.0,3.0,544.999
5604,2.0,5.0,2.0,1.0,0.0,2.0,665.813
5605,2.0,0.0,1.0,2.0,2.0,1.0,253.186
5606,1.0,5.0,2.0,2.0,2.0,1.0,635.6859999999999
5607,1.0,1.0,1.0,3.0,0.0,1.0,407.98900000000003
5608,1.0,0.0,2.0,3.0,3.0,1.0,347.909
5609,2.0,5.0,1.0,3.0,2.0,1.0,664.019
5610,2.0,5.0,1.0,3.0,2.0,0.0,621.529
5611,2.0,3.0,2.0,1.0,0.0,1.0,487.323
5612,1.0,5.0,2.0,1.0,1.0,0.0,540.973
5613,2.0,1.0,1.0,3.0,3.0,3.0,458.389
5614,2.0,1.0,2.0,3.0,3.0,1.0,437.159
5615,1.0,5.0,2.0,2.0,3.0,2.0,659.566
5616,2.0,5.0,1.0,1.0,3.0,1.0,503.74300000000005
5617,1.0,5.0,1.0,3.0,2.0,3.0,727.749
5618,1.0,4.0,1.0,3.0,2.0,2.0,617.259
5619,1.0,5.0,1.0,3.0,3.0,0.0,581.669
