Gender;Usia;Pinjaman;Tenor;Pemasukan;Tanggungan;Pekerjaan;Donasi
M;53;1200000;16;2500000;0;Pekerja Lepas;4
M;85;2500000;6;2000000;4;Pedagang;1
M;48;1900000;5;4500000;0;Wirausaha;0
M;33;1600000;6;4600000;4;Wirausaha;6
M;77;700000;6;3500000;4;Pedagang;6
M;36;1200000;4;2500000;3;Pedagang;1
F;23;1000000;12;1200000;5;Pedagang;6
M;66;1400000;5;1500000;4;Guru/Dosen;0
F;66;500000;10;2500000;5;Buruh;6
M;63;1200000;3;1200000;4;Pekerja Lepas;2
M;72;1200000;4;2500000;1;Pedagang;4
M;78;1600000;6;1500000;1;Pedagang;8
F;31;700000;10;5000000;2;Pekerja Lepas;4
M;94;1900000;12;2300000;1;Pedagang;4
F;27;1400000;20;4600000;0;Pekerja Lepas;7
F;50;700000;12;1500000;4;Wirausaha;7
M;39;2500000;12;3500000;0;Buruh;4
F;71;1500000;10;3500000;2;Pedagang;2
M;89;700000;12;1500000;5;Pekerja Lepas;0
M;47;1800000;20;2000000;4;Buruh;6
M;58;1800000;4;2500000;0;Pedagang;5
F;98;1900000;12;4600000;4;Wirausaha;0
M;58;1800000;20;1200000;5;Buruh;8
F;34;1600000;8;3500000;0;Pedagang;1
F;67;1400000;4;4000000;1;Buruh;4
F;40;3000000;20;1500000;5;Buruh;5
M;45;3000000;20;4800000;5;Buruh;0
F;84;1900000;20;2300000;0;Pedagang;3
F;35;500000;8;4400000;3;Wirausaha;3
M;67;1600000;6;3500000;4;Pedagang;7
M;63;2500000;6;4400000;2;Pedagang;2
F;76;1200000;10;2300000;0;Pedagang;3
F;69;1200000;3;4600000;5;Pekerja Lepas;1
M;39;1800000;12;3500000;1;Pekerja Lepas;7
M;92;1900000;10;4600000;1;Pedagang;0
M;49;1900000;8;4800000;5;Wirausaha;4
M;62;1200000;10;4000000;5;Pedagang;4
M;88;2500000;5;5000000;2;Pedagang;7
M;71;1200000;6;2500000;0;Buruh;8
F;77;1900000;6;5000000;1;Pekerja Lepas;1
M;20;1600000;5;4500000;1;Wirausaha;6
M;99;1500000;6;4500000;5;Pekerja Lepas;7
M;51;1600000;10;4800000;2;Pekerja Lepas;7
F;85;1000000;3;4600000;1;Buruh;7
M;100;2500000;4;4500000;2;Guru/Dosen;6
F;46;1500000;5;4500000;2;Guru/Dosen;1
M;27;1800000;16;3500000;4;Guru/Dosen;8
F;42;1500000;4;1200000;3;Pedagang;0
M;83;1400000;3;1200000;0;Pekerja Lepas;5
M;98;1500000;4;2000000;2;Pedagang;2
F;35;2500000;10;4400000;2;Pedagang;6
F;85;1600000;6;4800000;3;Guru/Dosen;6
F;50;1200000;4;4400000;1;Pedagang;0
M;78;500000;16;3000000;5;Pekerja Lepas;6
M;68;500000;5;4400000;4;Guru/Dosen;1
M;57;500000;12;3500000;3;Buruh;2
F;48;700000;4;2500000;4;Buruh;1
M;94;1400000;5;4800000;2;Buruh;5
M;25;1200000;8;2500000;2;Pedagang;1
M;34;1200000;12;4000000;4;Pekerja Lepas;3
M;90;500000;5;3500000;0;Pekerja Lepas;6
M;82;1200000;16;1800000;4;Guru/Dosen;1
F;82;500000;4;2500000;3;Buruh;2
M;20;500000;5;4500000;3;Pedagang;6
M;90;1500000;4;4400000;5;Pedagang;4
F;50;2000000;4;4600000;2;Pedagang;6
F;63;2000000;4;4800000;2;Wirausaha;6
M;52;1400000;12;1200000;2;Wirausaha;7
F;42;3000000;5;1500000;1;Wirausaha;3
M;52;1900000;10;5000000;0;Pedagang;6
M;91;1800000;16;5000000;4;Buruh;6
M;71;500000;10;4000000;4;Wirausaha;2
M;69;1400000;4;2300000;3;Guru/Dosen;1
F;66;1600000;5;4000000;3;Pedagang;0
M;34;500000;8;4600000;1;Buruh;0
M;79;3000000;4;1200000;5;Pedagang;0
F;48;1400000;5;4400000;3;Pedagang;5
M;61;1800000;10;1800000;3;Pekerja Lepas;0
M;94;500000;3;4500000;3;Guru/Dosen;6
F;24;500000;4;2500000;0;Pekerja Lepas;3
F;93;1900000;20;4000000;4;Pekerja Lepas;8
M;40;1400000;10;4500000;3;Pedagang;1
M;41;1200000;3;5000000;4;Guru/Dosen;3
M;66;500000;3;1500000;2;Pedagang;1
M;54;2000000;5;1500000;0;Pekerja Lepas;3
M;28;500000;4;4500000;0;Pedagang;5
F;73;500000;20;2300000;0;Pedagang;4
F;80;1200000;10;2300000;3;Pedagang;1
F;77;1400000;16;1800000;0;Pedagang;0
M;97;3000000;10;2000000;0;Pedagang;4
M;70;500000;12;4400000;0;Pedagang;1
M;97;1600000;16;2500000;5;Buruh;2
M;78;2000000;4;2000000;0;Wirausaha;0
F;81;1900000;4;4800000;0;Pedagang;0
M;94;1200000;12;1800000;1;Wirausaha;0
F;43;1200000;20;4000000;0;Buruh;0
F;50;2500000;20;4800000;4;Pedagang;0
M;30;500000;3;1800000;3;Pekerja Lepas;8
M;20;1200000;10;4000000;5;Pedagang;5
M;41;1200000;4;3500000;0;Guru/Dosen;5
F;42;1900000;10;4500000;0;Pedagang;1
M;42;1900000;10;1800000;1;Pedagang;0
M;41;1200000;4;4000000;1;Pedagang;2
M;72;1500000;6;4800000;4;Buruh;6
F;36;1000000;4;1800000;2;Buruh;4
M;93;700000;10;1200000;2;Pedagang;1
M;49;1800000;8;4000000;4;Pedagang;0
M;47;500000;3;4500000;1;Guru/Dosen;0
M;62;700000;4;3000000;1;Pedagang;8
M;61;1400000;10;1200000;3;Guru/Dosen;6
M;68;2500000;6;4600000;3;Wirausaha;4
M;81;1200000;10;1500000;2;Pedagang;3
F;22;1900000;10;1500000;0;Wirausaha;0
F;28;1200000;4;1800000;2;Pekerja Lepas;5
F;100;500000;8;4000000;0;Wirausaha;0
F;37;500000;6;3500000;4;Pekerja Lepas;6
M;72;1800000;16;4800000;4;Guru/Dosen;0
M;60;1000000;4;3500000;1;Pedagang;6
F;54;500000;4;1200000;3;Pedagang;3
M;90;1500000;6;4600000;1;Pedagang;1
M;63;2000000;12;1200000;5;Pedagang;4
F;100;500000;10;4400000;5;Pedagang;0
F;49;1800000;4;2500000;3;Pedagang;3
F;71;1200000;3;2000000;2;Pedagang;4
M;84;1200000;16;2000000;1;Guru/Dosen;1
M;50;1500000;6;2500000;1;Wirausaha;6
M;46;2500000;3;2000000;3;Wirausaha;5
F;33;1200000;12;4600000;2;Pedagang;6
M;96;1800000;4;4400000;3;Pedagang;3
F;42;1900000;4;5000000;5;Pedagang;3
M;61;1200000;16;4000000;5;Pedagang;5
M;90;2500000;3;4500000;0;Pedagang;5
M;100;1500000;16;3500000;4;Pekerja Lepas;6
M;24;2500000;3;3000000;0;Pedagang;2
M;80;1600000;20;4000000;1;Pedagang;1
M;54;1400000;12;4500000;5;Guru/Dosen;8
M;38;1900000;3;2000000;0;Pedagang;7
M;28;500000;12;2300000;2;Pekerja Lepas;5
F;50;500000;20;1500000;4;Guru/Dosen;2
F;99;1800000;6;4800000;5;Pedagang;1
M;84;500000;5;3500000;0;Buruh;3
M;55;500000;20;4000000;4;Guru/Dosen;3
M;98;700000;3;2300000;3;Guru/Dosen;8
M;95;500000;4;4500000;4;Buruh;1
M;77;1000000;20;5000000;0;Wirausaha;1
M;92;1900000;12;4400000;4;Guru/Dosen;0
F;58;1200000;4;4400000;4;Pedagang;0
M;72;2500000;4;2000000;0;Buruh;7
M;67;1200000;3;4000000;0;Guru/Dosen;6
M;87;500000;4;5000000;1;Guru/Dosen;1
M;72;1200000;3;4000000;0;Guru/Dosen;1
M;100;3000000;4;4400000;5;Wirausaha;4
F;78;1900000;10;1200000;0;Buruh;6
M;29;1800000;10;4500000;1;Pedagang;0
M;65;700000;8;2500000;3;Pedagang;8
M;57;500000;3;5000000;5;Pedagang;6
M;42;1800000;3;1500000;5;Guru/Dosen;6
M;25;2000000;4;4400000;0;Guru/Dosen;1
M;36;500000;3;2500000;5;Pedagang;0
M;69;2500000;20;1200000;0;Buruh;8
M;54;1600000;10;1800000;3;Buruh;5
F;91;500000;10;2000000;3;Pedagang;7
M;87;1800000;3;5000000;4;Guru/Dosen;1
M;23;1200000;5;1800000;3;Guru/Dosen;5
F;75;500000;10;1800000;0;Pedagang;1
M;78;1800000;5;4500000;1;Wirausaha;6
M;70;1500000;20;2000000;3;Guru/Dosen;1
M;57;2500000;10;4500000;5;Guru/Dosen;0
M;56;700000;12;3500000;2;Guru/Dosen;8
M;67;1200000;5;2500000;0;Buruh;4
F;32;1200000;16;1500000;5;Pedagang;3
F;39;1200000;20;1200000;4;Buruh;6
M;66;500000;8;3500000;3;Wirausaha;0
F;48;1200000;10;3000000;1;Wirausaha;1
M;27;2500000;3;1800000;4;Wirausaha;3
F;80;500000;10;5000000;5;Buruh;5
M;39;2500000;4;2000000;3;Wirausaha;5
F;97;1200000;4;5000000;5;Pedagang;1
M;79;2500000;10;4000000;4;Guru/Dosen;5
F;86;2500000;12;4500000;1;Buruh;5
M;70;1600000;4;1200000;0;Buruh;1
M;22;3000000;5;4800000;3;Pedagang;5
M;86;500000;20;4400000;5;Guru/Dosen;3
F;61;2000000;12;5000000;4;Pekerja Lepas;0
F;25;1800000;4;1800000;4;Wirausaha;3
F;85;500000;12;1200000;2;Wirausaha;5
M;80;1800000;3;4400000;5;Pedagang;1
M;66;3000000;10;4600000;0;Pedagang;3
M;93;2500000;4;4800000;2;Wirausaha;8
F;96;1500000;5;2300000;4;Wirausaha;1
M;89;1800000;12;1800000;4;Guru/Dosen;6
M;42;1200000;4;3000000;3;Guru/Dosen;8
F;24;500000;5;1800000;2;Buruh;8
F;80;2000000;10;4800000;5;Wirausaha;6
M;20;1900000;4;4600000;0;Pedagang;0
M;64;1200000;10;2500000;3;Buruh;1
M;91;2500000;10;2500000;3;Wirausaha;6
M;86;1200000;3;3000000;2;Pekerja Lepas;2
F;93;1200000;3;4000000;5;Wirausaha;6
F;64;1200000;10;4400000;1;Buruh;1
F;55;1900000;12;4600000;4;Buruh;5
M;44;700000;12;4500000;2;Pekerja Lepas;5
M;89;1200000;20;2300000;3;Pekerja Lepas;6
M;73;1400000;3;3000000;5;Pekerja Lepas;2
F;84;700000;8;4400000;1;Pedagang;6
M;73;1000000;6;1500000;0;Pekerja Lepas;0
F;93;500000;3;1200000;1;Wirausaha;0
M;56;700000;12;2000000;3;Pedagang;7
M;61;500000;4;4000000;1;Pedagang;1
F;71;2500000;20;3000000;4;Pedagang;1
F;68;1400000;4;1500000;3;Buruh;3
F;92;500000;12;5000000;3;Pekerja Lepas;1
M;43;2500000;6;1500000;1;Pedagang;4
M;36;2500000;10;3000000;2;Guru/Dosen;8
F;22;2500000;20;4500000;1;Pedagang;6
M;57;2500000;6;5000000;5;Buruh;4
M;45;1400000;3;4500000;5;Buruh;1
M;54;3000000;4;3000000;3;Wirausaha;4
M;27;1400000;20;5000000;0;Pedagang;1
M;91;2500000;4;4800000;2;Guru/Dosen;7
M;69;1900000;4;5000000;2;Pedagang;7
F;56;500000;12;3500000;1;Guru/Dosen;3
M;47;1500000;5;1200000;5;Pedagang;1
M;44;2000000;10;4800000;3;Buruh;3
M;40;1400000;5;1200000;0;Wirausaha;3
M;30;1900000;6;3000000;5;Pedagang;0
F;27;2500000;10;4400000;4;Buruh;8
M;52;1200000;3;2500000;1;Buruh;0
M;62;1500000;12;2000000;1;Pedagang;1
F;45;1800000;12;1800000;0;Guru/Dosen;1
M;55;1900000;10;4000000;3;Pedagang;8
F;100;500000;20;5000000;4;Guru/Dosen;0
M;27;2000000;12;4000000;4;Pedagang;0
M;76;1200000;6;4600000;1;Pedagang;1
M;40;500000;4;1200000;4;Wirausaha;1
F;26;1200000;8;2500000;1;Pedagang;2
M;30;2000000;3;1200000;5;Wirausaha;5
M;26;2500000;6;3000000;0;Buruh;8
F;87;2000000;20;2300000;0;Pedagang;6
M;96;1600000;8;2000000;0;Wirausaha;1
M;90;1500000;4;2300000;2;Buruh;6
F;29;2000000;3;3000000;4;Pekerja Lepas;6
M;42;2500000;8;2300000;2;Pekerja Lepas;3
F;36;1200000;6;1500000;3;Pedagang;1
M;46;1200000;12;3500000;2;Guru/Dosen;0
M;48;1200000;16;2300000;0;Buruh;3
F;39;2000000;16;3000000;5;Wirausaha;2
M;79;1000000;16;3000000;2;Pekerja Lepas;6
M;93;1900000;4;4800000;1;Pedagang;1
M;40;500000;10;4800000;4;Pedagang;6
M;79;1000000;10;3000000;3;Pekerja Lepas;0
F;22;1800000;16;4000000;5;Pedagang;5
M;35;1000000;5;1200000;4;Guru/Dosen;1
M;66;1800000;4;1800000;5;Guru/Dosen;1
M;52;1800000;12;2000000;4;Buruh;6
M;45;500000;16;2500000;5;Buruh;6
M;66;2500000;4;4500000;2;Pedagang;6
M;36;700000;4;4000000;2;Guru/Dosen;0
F;87;1000000;10;1200000;5;Pedagang;1
M;72;1800000;12;1200000;2;Pedagang;6
F;25;2500000;6;1200000;3;Buruh;3
M;78;3000000;10;4400000;3;Pedagang;2
M;43;1200000;6;1500000;1;Wirausaha;1
M;65;1200000;8;3000000;0;Guru/Dosen;0
F;77;1000000;16;2000000;5;Pedagang;1
F;59;1200000;8;4600000;0;Wirausaha;3
M;66;700000;20;4500000;4;Buruh;0
F;74;1200000;20;2500000;4;Pedagang;1
M;40;1200000;10;4400000;3;Guru/Dosen;1
M;71;1200000;5;3500000;2;Wirausaha;4
M;25;1500000;20;4600000;2;Wirausaha;3
F;76;700000;8;4600000;1;Guru/Dosen;4
F;65;1600000;10;4400000;0;Pekerja Lepas;6
F;49;700000;10;1800000;4;Pekerja Lepas;1
M;30;1400000;4;4000000;3;Pekerja Lepas;0
M;85;1500000;3;4000000;0;Wirausaha;2
F;35;1600000;5;1800000;2;Wirausaha;5
M;42;1400000;4;4800000;5;Wirausaha;4
M;56;2000000;20;4000000;1;Pekerja Lepas;3
M;73;1600000;5;1500000;3;Pedagang;1
M;95;2500000;10;4600000;0;Pedagang;5
F;61;500000;3;1500000;3;Pekerja Lepas;4
F;93;1400000;4;4800000;2;Guru/Dosen;2
M;45;2000000;3;2300000;2;Buruh;2
M;35;1200000;8;5000000;5;Pekerja Lepas;6
F;38;2500000;12;1500000;2;Pedagang;1
F;67;500000;5;4400000;0;Pedagang;5
M;30;1600000;10;1500000;5;Wirausaha;4
M;36;1600000;8;1500000;1;Pedagang;0
M;60;1900000;3;1200000;0;Pekerja Lepas;4
M;91;1800000;3;1500000;3;Pedagang;0
M;95;1000000;20;4000000;3;Pedagang;2
F;54;3000000;4;2500000;1;Guru/Dosen;4
F;93;1400000;3;1200000;5;Guru/Dosen;3
F;25;1200000;3;1800000;4;Wirausaha;6
F;24;1800000;16;4000000;1;Guru/Dosen;4
M;66;1800000;20;4600000;0;Wirausaha;2
M;89;1500000;3;2000000;4;Pekerja Lepas;1
M;60;500000;3;2500000;5;Buruh;5
M;20;1200000;3;4600000;3;Wirausaha;1
F;25;500000;16;4400000;0;Pedagang;6
M;83;500000;3;3000000;4;Wirausaha;1
F;49;1900000;4;3000000;0;Buruh;2
M;55;1200000;16;1500000;1;Guru/Dosen;0
F;25;3000000;10;2000000;4;Guru/Dosen;1
M;95;1200000;5;3000000;1;Pedagang;5
M;89;1900000;20;4600000;0;Pedagang;7
M;24;2500000;4;4600000;4;Wirausaha;4
M;41;1500000;10;4800000;4;Pekerja Lepas;1
M;97;1000000;3;1200000;5;Pedagang;6
M;47;1000000;3;5000000;1;Wirausaha;0
F;48;2500000;4;4600000;5;Wirausaha;1
F;69;3000000;5;1800000;3;Wirausaha;0
M;91;1600000;5;2000000;0;Guru/Dosen;2
M;30;1400000;3;4600000;5;Buruh;2
M;72;1000000;3;1200000;1;Buruh;6
M;69;500000;4;3500000;3;Pedagang;6
M;34;2000000;3;3000000;5;Buruh;5
M;47;1600000;20;4000000;1;Guru/Dosen;6
F;38;1200000;3;4600000;1;Pedagang;4
F;20;1200000;4;4600000;2;Buruh;3
F;56;1200000;4;4000000;0;Guru/Dosen;6
M;49;1500000;10;1800000;0;Wirausaha;0
M;35;1000000;4;2300000;4;Buruh;1
M;81;1900000;4;1800000;5;Wirausaha;8
F;68;1200000;4;1500000;5;Pekerja Lepas;5
F;32;1800000;10;4600000;0;Buruh;8
F;76;3000000;10;1200000;2;Wirausaha;3
M;22;500000;10;1200000;5;Wirausaha;0
M;36;1900000;4;4500000;0;Wirausaha;0
M;74;2000000;4;4400000;1;Pedagang;3
M;20;1800000;4;4400000;5;Wirausaha;0
F;44;1800000;4;1200000;2;Buruh;4
F;33;1400000;10;3500000;4;Pedagang;3
M;97;1600000;12;1500000;4;Guru/Dosen;3
M;99;3000000;4;4600000;0;Pedagang;4
F;57;1400000;20;2000000;1;Pekerja Lepas;3
M;87;1500000;5;5000000;3;Buruh;6
F;63;1400000;4;4600000;5;Pekerja Lepas;0
M;41;1200000;8;4800000;4;Pekerja Lepas;6
M;35;1400000;20;1500000;3;Wirausaha;7
F;66;2500000;6;4500000;0;Pedagang;4
M;89;1900000;6;4000000;1;Pedagang;1
M;74;1500000;6;2500000;2;Guru/Dosen;1
F;77;1400000;4;5000000;5;Pedagang;6
M;76;3000000;5;2000000;2;Guru/Dosen;1
F;85;2000000;6;3000000;5;Guru/Dosen;1
M;92;700000;12;4500000;2;Wirausaha;1
M;61;1000000;20;2300000;0;Guru/Dosen;3
M;93;2500000;6;4500000;4;Guru/Dosen;0
M;54;1200000;6;2300000;3;Guru/Dosen;4
M;71;2500000;4;4000000;0;Buruh;1
M;77;1400000;10;3500000;1;Wirausaha;2
F;78;3000000;16;2000000;3;Guru/Dosen;1
M;28;1800000;3;4500000;0;Pekerja Lepas;5
M;45;700000;6;4000000;5;Pedagang;5
F;33;1200000;3;4600000;4;Guru/Dosen;0
M;37;3000000;16;2300000;4;Wirausaha;3
F;37;500000;10;2000000;3;Wirausaha;3
M;43;500000;6;4800000;5;Pekerja Lepas;2
F;26;1900000;5;2500000;3;Pedagang;5
M;33;700000;20;4500000;3;Guru/Dosen;3
M;68;1400000;16;4800000;5;Buruh;1
M;54;3000000;6;1500000;4;Pedagang;1
M;41;1400000;10;4600000;3;Pekerja Lepas;8
M;50;500000;12;2000000;4;Guru/Dosen;1
M;24;1500000;20;4400000;4;Wirausaha;5
M;49;3000000;3;3500000;5;Wirausaha;0
M;27;700000;20;4500000;5;Pedagang;1
F;77;700000;6;2300000;3;Wirausaha;6
M;20;1200000;16;4800000;1;Wirausaha;8
M;73;1600000;4;1800000;0;Guru/Dosen;0
M;36;700000;12;4500000;1;Wirausaha;6
F;40;1000000;20;1200000;2;Pedagang;0
F;46;1800000;6;4000000;3;Buruh;2
F;56;2000000;4;4000000;5;Buruh;2
M;20;1800000;10;4800000;3;Guru/Dosen;1
M;42;2500000;3;5000000;1;Pedagang;0
M;87;1800000;16;4600000;4;Pedagang;1
F;56;1600000;16;4400000;5;Wirausaha;1
M;100;2000000;5;2500000;0;Pekerja Lepas;8
F;94;1500000;5;2300000;4;Pedagang;5
M;89;500000;4;4500000;3;Wirausaha;1
M;64;1500000;4;3500000;2;Pekerja Lepas;0
M;25;2000000;10;1500000;0;Buruh;0
M;56;1500000;10;2300000;5;Pekerja Lepas;6
M;73;1200000;12;3000000;5;Buruh;0
F;33;3000000;4;4000000;3;Pekerja Lepas;4
M;51;1200000;3;2000000;4;Pekerja Lepas;6
M;36;1800000;10;5000000;3;Pedagang;2
M;84;1900000;4;3500000;2;Wirausaha;4
M;83;500000;10;3000000;4;Pedagang;4
F;78;1200000;20;4600000;5;Pedagang;6
M;28;1200000;16;3500000;0;Pekerja Lepas;6
M;92;1500000;12;4000000;1;Guru/Dosen;2
F;28;1200000;5;3000000;1;Pekerja Lepas;0
M;79;500000;10;3500000;4;Pekerja Lepas;6
M;53;1400000;8;4000000;4;Buruh;7
M;64;1000000;3;1800000;0;Guru/Dosen;6
F;67;700000;8;5000000;0;Buruh;8
F;33;500000;20;2500000;5;Guru/Dosen;8
M;30;1000000;4;2500000;0;Pekerja Lepas;1
M;94;1800000;4;1200000;0;Wirausaha;2
M;54;1400000;5;2500000;4;Pekerja Lepas;6
M;26;1800000;3;1200000;4;Buruh;4
M;42;2500000;5;4800000;0;Guru/Dosen;1
M;87;700000;10;4800000;2;Guru/Dosen;8
M;67;1400000;16;4400000;3;Buruh;2
F;76;500000;20;4600000;5;Buruh;4
M;38;1800000;4;2000000;2;Wirausaha;1
M;93;700000;8;2300000;3;Buruh;2
F;51;3000000;4;5000000;3;Wirausaha;5
M;55;1200000;3;3000000;1;Guru/Dosen;1
M;56;1200000;16;4800000;1;Pedagang;6
F;70;1000000;16;1500000;3;Pedagang;4
M;34;500000;8;2300000;0;Pedagang;5
M;71;500000;4;2300000;3;Wirausaha;2
M;91;1800000;10;1200000;5;Guru/Dosen;1
M;77;1500000;4;1500000;5;Guru/Dosen;6
M;84;1600000;10;1200000;4;Pedagang;2
M;62;1400000;20;1500000;2;Buruh;6
M;81;1200000;20;4000000;2;Buruh;1
M;74;1000000;6;1200000;1;Guru/Dosen;1
M;75;700000;4;4000000;1;Pedagang;0
M;40;1200000;12;2500000;3;Guru/Dosen;4
M;65;1200000;12;2300000;4;Pedagang;6
M;91;1500000;4;4600000;5;Pedagang;1
M;42;1900000;3;4000000;0;Pekerja Lepas;6
F;38;1800000;10;1800000;1;Buruh;0
F;89;1200000;4;4800000;0;Pekerja Lepas;7
M;41;2500000;12;3500000;0;Guru/Dosen;3
M;97;1200000;20;2500000;2;Pedagang;5
M;50;1800000;3;3500000;4;Buruh;6
M;92;1400000;8;1500000;0;Pedagang;1
M;81;1200000;8;4400000;3;Pedagang;0
F;69;700000;16;4000000;0;Pedagang;2
M;41;3000000;20;3000000;2;Pedagang;5
M;52;1200000;4;4500000;0;Pedagang;1
M;95;1000000;12;4800000;0;Buruh;4
M;32;700000;12;3500000;4;Pedagang;5
M;51;1000000;4;1500000;2;Pedagang;4
F;77;500000;10;4800000;0;Pedagang;0
M;50;1400000;12;3000000;2;Pedagang;0
M;67;1400000;3;1800000;0;Guru/Dosen;4
M;40;1200000;10;4000000;3;Pedagang;3
M;86;2000000;4;2500000;5;Wirausaha;0
F;51;700000;12;5000000;5;Pekerja Lepas;0
M;55;1500000;20;4400000;1;Buruh;0
M;20;1900000;20;4000000;3;Pekerja Lepas;0
F;87;1800000;3;4500000;3;Pedagang;1
M;85;700000;4;1200000;1;Buruh;6
F;35;1900000;4;3000000;2;Buruh;6
F;51;1200000;4;4600000;3;Buruh;0
M;93;1900000;16;4500000;3;Wirausaha;3
M;25;1200000;10;4000000;1;Pekerja Lepas;4
F;70;1900000;6;2500000;5;Pedagang;6
M;97;1200000;4;5000000;1;Wirausaha;5
M;27;1200000;5;5000000;5;Buruh;2
M;49;1000000;4;1800000;2;Pedagang;0
M;46;500000;3;2000000;1;Pekerja Lepas;6
F;100;1500000;12;1800000;2;Buruh;1
M;31;1200000;12;4600000;1;Pedagang;6
F;30;500000;8;2500000;1;Wirausaha;1
M;95;1500000;6;5000000;4;Wirausaha;2
M;30;1800000;4;4400000;1;Guru/Dosen;2
F;96;700000;5;1800000;3;Guru/Dosen;1
M;78;2500000;4;4800000;3;Pedagang;0
F;91;1400000;16;3500000;1;Pekerja Lepas;5
F;41;700000;16;2300000;1;Pekerja Lepas;0
M;94;500000;3;4800000;5;Pedagang;4
M;80;500000;8;4800000;4;Buruh;1
M;41;1800000;6;4600000;2;Pedagang;6
F;45;700000;10;4600000;4;Guru/Dosen;1
M;68;500000;16;1800000;4;Pekerja Lepas;0
M;47;500000;8;3500000;5;Guru/Dosen;8
M;42;3000000;4;5000000;4;Buruh;6
M;55;1000000;8;2300000;4;Buruh;8
M;71;2500000;4;5000000;5;Pedagang;2
M;34;700000;3;2300000;2;Pekerja Lepas;4
M;65;700000;4;4500000;0;Guru/Dosen;8
M;97;1500000;20;1200000;2;Guru/Dosen;4
F;50;1400000;16;1800000;5;Pedagang;4
M;63;1200000;10;4400000;5;Buruh;0
M;54;1200000;4;2300000;4;Pedagang;5
F;33;2000000;20;4800000;0;Pedagang;0
M;92;1000000;8;2500000;4;Pedagang;0
F;69;1000000;4;5000000;4;Wirausaha;5
M;87;1000000;16;4500000;1;Wirausaha;2
M;37;700000;8;5000000;3;Pekerja Lepas;1
F;27;3000000;10;2300000;4;Pekerja Lepas;6
M;23;1200000;6;2500000;4;Wirausaha;0
M;75;1400000;8;1200000;5;Buruh;3
M;99;700000;12;1500000;4;Pedagang;6
M;94;2500000;16;4400000;4;Pedagang;0
M;97;700000;5;4000000;4;Buruh;4
M;47;1200000;20;1500000;0;Pekerja Lepas;1
M;89;1900000;10;4400000;1;Pedagang;5
F;98;1200000;3;4500000;5;Buruh;0
M;65;2500000;4;4500000;1;Pekerja Lepas;6
F;62;3000000;16;5000000;4;Buruh;6
M;58;1400000;6;1800000;5;Guru/Dosen;1
M;48;1600000;3;4400000;3;Buruh;2
M;98;1800000;5;4400000;4;Buruh;4
M;72;3000000;10;1800000;2;Pekerja Lepas;0
M;99;1500000;3;4400000;5;Pedagang;2
F;84;2000000;16;2000000;5;Guru/Dosen;2
F;50;1500000;12;2500000;1;Pedagang;4
F;86;700000;12;2300000;4;Guru/Dosen;4
F;32;1200000;4;5000000;0;Wirausaha;0
F;56;1500000;4;4400000;0;Pedagang;6
M;45;1200000;10;2300000;3;Pekerja Lepas;1
F;40;2000000;4;4000000;2;Guru/Dosen;3
M;55;2000000;10;1200000;5;Pedagang;8
M;98;1200000;4;4000000;0;Pekerja Lepas;6
F;27;1500000;12;3500000;1;Pekerja Lepas;0
M;62;1900000;16;4600000;1;Buruh;2
M;31;500000;5;1500000;5;Buruh;6
M;64;2500000;10;3500000;0;Buruh;5
M;87;2000000;10;4000000;5;Pedagang;5
M;97;3000000;4;5000000;1;Pekerja Lepas;4
F;33;1400000;4;3500000;1;Pekerja Lepas;8
M;55;1400000;8;3500000;2;Guru/Dosen;2
M;32;1800000;12;4500000;5;Pedagang;2
M;97;1800000;8;3000000;3;Pekerja Lepas;1
M;43;500000;5;4800000;1;Pedagang;0
M;73;500000;6;4500000;0;Pedagang;2
M;62;500000;10;2500000;4;Pedagang;4
M;40;1400000;20;1800000;3;Wirausaha;1
M;38;1200000;3;4600000;0;Pedagang;1
M;90;1200000;12;2000000;2;Guru/Dosen;3
M;51;1500000;12;4400000;1;Guru/Dosen;1
F;21;2000000;20;5000000;2;Buruh;6
M;30;1200000;10;3500000;1;Pekerja Lepas;7
M;29;1900000;4;4000000;0;Pekerja Lepas;7
F;95;3000000;6;1500000;3;Wirausaha;1
M;47;1200000;20;4600000;4;Pedagang;2
F;36;1000000;6;2000000;0;Pekerja Lepas;1
M;59;1200000;5;3000000;3;Buruh;2
M;31;1800000;4;5000000;2;Pekerja Lepas;1
F;76;2000000;4;4400000;3;Pedagang;6
M;97;1500000;20;5000000;2;Pekerja Lepas;8
F;64;1200000;4;3000000;2;Pedagang;3
F;50;1200000;4;2300000;3;Guru/Dosen;5
M;77;1900000;8;2000000;3;Guru/Dosen;0
M;39;1400000;16;3000000;2;Pedagang;6
M;31;2000000;4;2300000;4;Pekerja Lepas;4
M;41;1500000;16;5000000;2;Pedagang;8
F;92;2500000;5;2500000;2;Buruh;3
M;61;1200000;3;2300000;2;Pedagang;6
M;87;1200000;5;4400000;1;Pedagang;4
F;68;500000;16;4400000;0;Wirausaha;3
M;69;1600000;8;2000000;3;Wirausaha;1
F;85;500000;10;1200000;4;Guru/Dosen;0
M;98;2500000;5;2500000;1;Guru/Dosen;6
M;51;1500000;10;3500000;5;Pedagang;8
M;39;1200000;4;1500000;5;Pedagang;2
M;80;700000;4;2300000;1;Guru/Dosen;0
M;70;500000;4;1500000;4;Buruh;1
M;86;3000000;10;2300000;2;Wirausaha;6
