usia,pinjaman,tenor,pemasukan,tanggungan,pekerjaan,pinjaman ke,telat bayar,donasi,score
2,2000000,20,1800000,5,2,1,2,2,357.98
2,1200000,16,1200000,0,2,3,3,1,514.29
2,3000000,16,3000000,3,1,3,1,2,664.87
2,1200000,6,4000000,2,2,1,0,0,623.32
2,500000,4,5000000,3,2,1,1,3,683.31
2,3000000,4,3500000,4,2,1,0,0,283.32
2,1600000,4,3500000,1,1,1,3,3,433.56
2,1800000,16,5000000,5,1,2,1,0,605.39
2,500000,3,4600000,4,1,2,3,2,612.05
2,1200000,4,2300000,5,1,1,2,2,226.23
2,2500000,3,2300000,0,1,2,3,3,300.38
2,1400000,6,3500000,3,1,1,2,1,469.9
2,500000,5,2300000,4,1,1,3,0,348.57
2,1400000,20,4800000,0,1,2,3,3,640.38
2,2000000,8,2000000,3,1,2,2,3,393.38
2,3000000,3,5000000,1,2,2,2,3,525.13
2,1500000,10,1500000,4,1,3,0,1,389.54
2,2000000,4,4800000,3,1,3,2,3,736.2
2,2000000,3,2300000,5,1,3,1,3,421.2
2,3000000,12,3000000,3,1,2,2,1,472.72
2,1600000,8,1800000,3,1,2,2,1,336.72
2,2500000,4,1500000,2,1,2,3,2,272.05
2,1800000,12,2000000,1,1,2,0,0,426.39
1,1200000,10,4500000,2,2,2,2,2,658.3
1,1900000,20,4000000,1,2,1,2,3,615.81
2,1900000,16,4500000,5,2,1,1,3,683.31
2,1900000,5,5000000,0,1,1,2,2,566.23
2,1400000,5,4000000,3,2,3,2,1,743.29
2,1200000,4,4400000,5,1,3,3,1,654.54
2,1600000,8,3500000,2,2,1,2,0,573.32
2,1000000,6,2000000,1,2,1,3,3,429.31
2,1800000,16,4000000,5,1,2,3,0,555.39
2,1400000,10,1200000,0,1,3,3,3,439.2
2,1200000,16,4600000,2,1,2,1,2,662.05
2,500000,6,1800000,0,1,3,2,2,571.87
2,3000000,3,4400000,0,1,1,3,0,212.57
2,500000,8,4500000,2,1,2,3,1,583.72
2,3000000,20,4400000,1,2,3,1,1,768.29
2,500000,12,2300000,4,1,2,2,0,444.39
2,1800000,6,2300000,0,1,3,2,2,503.87
2,1200000,3,2000000,2,1,2,2,3,325.38
2,3000000,10,2000000,2,1,2,0,3,443.38
2,1000000,8,1800000,2,1,1,2,2,362.23
2,2500000,6,4600000,2,1,2,3,0,555.39
2,2000000,20,4800000,5,2,3,0,0,764.96
2,2000000,3,3000000,2,1,3,1,1,364.54
2,1500000,16,4800000,1,1,3,0,1,729.54
2,2500000,3,2500000,1,1,3,3,3,371.2
2,1900000,10,2300000,2,1,2,2,0,376.39
2,1400000,6,1500000,4,1,3,2,3,396.2
2,1800000,5,2000000,2,2,3,3,1,378.29
2,1200000,8,3500000,2,1,3,0,3,786.2
2,1000000,12,2000000,4,1,2,3,1,379.72
2,500000,3,3500000,2,1,1,2,2,566.23
2,1600000,8,5000000,2,1,3,2,3,736.2
2,2500000,5,1800000,1,1,2,2,3,325.38
2,1200000,16,3000000,2,2,3,0,0,764.96
2,500000,6,3000000,1,1,2,0,3,715.38
2,1600000,16,3500000,4,1,2,1,3,690.38
2,1800000,4,1200000,0,1,3,1,1,364.54
2,3000000,10,2300000,5,2,2,3,2,335.8
2,1400000,4,1500000,1,2,1,3,2,264.98
2,1200000,4,1500000,1,2,1,1,3,343.31
1,1000000,10,5000000,5,1,3,2,0,608.71
2,1500000,16,1500000,0,1,3,2,1,475.54
2,1200000,10,4400000,0,1,1,2,0,509.57
2,1900000,10,4000000,5,1,2,3,0,555.39
2,1200000,10,1200000,2,2,1,2,3,386.31
2,500000,8,4500000,5,1,3,2,3,736.2
2,500000,6,3000000,3,1,3,3,0,558.21
2,1200000,10,4400000,3,1,3,1,0,676.21
2,1200000,3,2300000,0,1,2,3,0,283.39
2,3000000,20,3000000,3,1,2,2,3,597.38
2,2000000,4,2300000,1,1,1,1,3,279.56
1,1400000,5,2500000,2,2,1,0,1,405.15
2,500000,4,4500000,4,1,3,1,1,704.54
2,3000000,8,5000000,3,1,1,3,1,512.9
2,500000,5,3000000,1,2,2,1,0,669.14
1,1800000,4,3000000,2,2,1,2,3,411.81
2,1000000,4,4800000,2,1,1,3,0,484.57
2,1000000,4,2000000,0,1,2,0,0,426.39
2,500000,3,1200000,0,1,2,1,3,418.38
2,2500000,10,1200000,5,1,3,2,2,367.87
2,3000000,6,3500000,1,2,2,2,2,564.8
1,500000,5,1500000,0,1,2,0,0,383.89
2,700000,12,2000000,4,1,2,2,0,376.39
2,1600000,6,4000000,5,2,2,1,3,686.13
1,1800000,6,2500000,0,1,2,1,2,483.55
2,1200000,10,4000000,0,2,2,2,0,644.14
2,1000000,8,5000000,5,1,3,0,3,786.2
2,700000,5,2500000,1,1,2,2,2,501.05
2,1000000,5,3000000,4,1,3,2,3,600.2
1,1200000,8,1500000,4,1,1,3,1,130.4
1,1600000,5,2300000,0,1,1,3,0,238.07
1,1900000,6,1800000,4,1,2,3,0,172.89
2,3000000,5,1200000,2,1,2,3,1,243.72
2,1800000,20,1200000,1,1,3,3,1,382.54
2,1000000,16,2500000,0,1,3,3,2,614.87
2,2000000,10,1200000,3,1,2,1,1,293.72
2,700000,6,1800000,0,2,2,0,2,614.8
2,3000000,5,3500000,3,1,2,1,0,333.39
2,1800000,5,1200000,5,1,1,2,0,169.57
2,1600000,10,2300000,5,1,3,0,1,525.54
2,2500000,4,2000000,2,1,3,2,2,367.87
2,1200000,5,2500000,4,2,1,2,0,369.32
2,2500000,3,4600000,3,1,3,3,2,478.87
2,500000,10,4800000,3,2,1,2,0,573.32
2,1400000,16,4800000,2,2,1,2,2,629.98
2,1200000,10,1500000,0,2,3,3,2,542.62
2,1400000,12,1200000,3,1,3,3,1,314.54
2,2000000,8,2500000,3,2,2,0,0,490.14
2,500000,4,4500000,3,1,2,2,0,580.39
1,1200000,4,3500000,2,1,1,3,3,459.06
2,2500000,6,4000000,1,2,2,3,3,636.13
2,1500000,8,5000000,5,1,3,2,1,679.54
2,2500000,6,4600000,5,1,1,3,2,473.23
2,1200000,16,4400000,1,1,2,3,0,555.39
2,1200000,20,1800000,4,1,3,0,3,582.2
2,500000,4,1800000,1,1,1,3,0,280.57
2,1200000,12,3500000,2,2,2,3,2,675.8
2,1900000,20,1500000,1,1,2,1,3,486.38
2,1500000,3,2300000,4,2,2,2,1,332.47
2,1200000,4,1500000,1,2,2,2,3,389.13
2,1800000,4,4500000,4,2,2,0,3,711.13
2,500000,4,4400000,1,1,1,1,1,562.9
2,1400000,8,3000000,2,1,3,3,0,558.21
2,2500000,10,4600000,1,1,3,1,2,732.87
2,1000000,4,2500000,4,2,3,2,0,510.96
2,1000000,16,4500000,3,1,1,3,0,484.57
2,700000,6,1800000,1,1,2,1,2,458.05
2,1800000,20,4400000,0,1,3,2,0,651.21
2,1200000,16,4400000,4,2,3,0,2,821.62
2,1900000,3,3000000,4,1,1,3,0,144.57
1,1600000,4,4000000,4,1,2,2,3,554.88
2,1000000,10,4400000,3,1,3,0,2,757.87
2,1500000,16,1200000,1,2,2,2,2,428.8
2,1200000,10,4600000,0,2,3,3,2,746.62
2,2000000,4,5000000,5,2,1,2,0,505.32
2,1200000,6,2000000,5,1,3,1,1,432.54
2,1200000,10,1800000,3,1,2,2,2,433.05
2,500000,20,3500000,3,2,2,3,0,619.14
2,500000,10,4600000,1,1,2,3,3,640.38
2,1200000,5,2300000,3,1,2,0,0,426.39
2,1600000,4,4500000,1,1,3,0,2,757.87
2,1400000,10,4400000,3,1,1,3,3,569.56
2,3000000,12,2000000,5,1,3,2,2,367.87
2,3000000,6,4400000,0,2,3,2,3,799.95
2,1500000,4,2500000,0,1,3,2,2,503.87
2,2500000,6,4000000,3,2,2,2,3,661.13
1,2500000,10,1200000,4,1,2,0,3,332.88
1,700000,5,2300000,5,2,2,0,1,475.97
2,500000,12,2300000,1,1,3,2,3,668.2
2,3000000,10,4600000,2,2,2,2,1,672.47
1,500000,6,2500000,0,1,2,0,3,604.88
1,2500000,16,4800000,5,2,1,2,2,587.48
1,1200000,10,1800000,1,1,2,1,3,443.88
2,1900000,16,1200000,1,1,2,1,3,418.38
2,1200000,10,2300000,4,2,3,3,2,542.62
2,500000,4,5000000,2,1,3,1,3,761.2
2,1200000,16,4500000,5,1,3,3,1,654.54
2,500000,10,1500000,4,1,2,2,2,365.05
2,1200000,4,4000000,2,1,3,1,1,704.54
2,1600000,4,4500000,3,1,2,2,3,665.38
1,1000000,10,1800000,5,1,1,2,0,195.07
2,2000000,4,1200000,3,1,2,3,0,215.39
2,1800000,3,4500000,3,2,1,2,1,465.65
2,1200000,4,1500000,3,1,2,3,2,272.05
2,1000000,4,2500000,5,1,2,0,2,415.05
2,1200000,16,3500000,3,1,2,3,3,640.38
2,700000,12,2500000,4,1,3,2,0,515.21
2,1200000,5,4600000,2,1,2,0,1,658.72
2,1500000,5,3500000,4,2,2,2,1,536.47
2,1200000,4,4800000,2,2,3,1,3,824.95
2,1200000,20,2000000,1,2,2,3,2,539.8
2,1200000,8,2300000,4,2,3,2,2,567.62
1,500000,4,5000000,3,2,3,2,1,700.79
2,3000000,20,4000000,0,1,1,2,3,594.56
1,500000,4,1500000,4,2,3,2,0,400.46
2,1800000,6,4000000,5,1,3,2,3,668.2
2,1000000,8,3500000,5,2,2,3,0,551.14
2,1600000,10,1800000,2,1,3,1,0,472.21
2,1000000,12,4500000,4,1,3,3,2,682.87
2,1200000,20,1200000,1,1,2,1,3,486.38
2,1600000,3,2500000,3,1,2,2,1,268.72
2,700000,6,4500000,1,1,2,2,3,665.38
2,1200000,10,4500000,5,1,2,2,2,637.05
2,2500000,4,4000000,3,1,1,2,1,333.9
2,1400000,5,4000000,2,1,3,0,3,786.2
2,1200000,6,2500000,2,1,2,3,3,504.38
1,1600000,16,3500000,3,1,3,2,1,637.04
2,1800000,4,4600000,1,1,3,0,1,729.54
2,1500000,16,4500000,3,1,3,3,3,711.2
2,500000,12,2000000,3,1,3,3,2,546.87
2,1200000,8,2500000,0,1,2,1,0,537.39
2,2000000,4,1500000,2,1,2,1,3,350.38
2,1600000,8,1500000,4,1,3,0,1,389.54
2,1600000,4,4800000,5,1,2,2,1,608.72
2,700000,4,3500000,5,2,2,2,2,632.8
2,1000000,16,4600000,2,1,2,3,3,640.38
2,1600000,4,2300000,3,2,3,3,2,406.62
2,1200000,5,4800000,1,1,3,0,1,729.54
2,1600000,8,4600000,2,1,3,2,3,736.2
2,700000,5,4600000,2,1,3,3,1,654.54
2,1200000,5,1200000,5,1,1,3,2,201.23
2,500000,4,4400000,4,1,3,3,2,682.87
2,500000,8,1200000,3,1,2,3,2,340.05
2,1200000,10,2000000,5,1,1,3,0,212.57
2,1900000,8,4800000,3,1,1,3,0,484.57
2,1200000,4,3500000,0,2,3,0,1,793.29
2,500000,6,4000000,5,1,1,3,3,569.56
2,1600000,4,3500000,5,1,1,2,0,305.57
2,3000000,12,4400000,3,1,3,3,0,626.21
1,1900000,16,2300000,3,1,3,2,2,529.37
2,700000,5,4800000,2,1,2,2,3,665.38
2,2000000,12,5000000,2,1,1,0,3,644.56
2,2000000,12,4000000,1,2,2,2,3,729.13
2,700000,6,1200000,0,1,1,3,3,297.56
2,3000000,6,4000000,0,1,2,3,3,572.38
2,1800000,6,2300000,2,2,2,2,3,525.13
2,2500000,10,3500000,4,1,3,1,1,636.54
2,1800000,10,3500000,4,1,3,2,1,611.54
2,1800000,3,4800000,1,2,1,2,3,590.31
1,1800000,12,4600000,0,1,3,1,3,718.7
1,2500000,3,4500000,0,1,3,2,3,489.7
2,500000,6,4600000,4,1,1,3,2,541.23
2,1400000,12,5000000,0,1,3,0,3,786.2
2,500000,10,4000000,0,1,2,2,0,580.39
2,1400000,5,4500000,1,1,2,0,3,715.38
2,1200000,10,4600000,4,1,2,2,1,608.72
2,1200000,6,2300000,0,2,3,0,0,628.96
2,700000,4,1500000,5,1,2,1,0,265.39
1,1200000,12,3500000,2,1,2,3,1,541.22
2,2500000,20,3500000,0,2,3,1,2,796.62
2,1200000,10,1500000,4,2,2,0,3,507.13
2,1200000,5,3500000,1,1,1,2,2,566.23
2,1600000,10,1200000,2,2,3,1,0,399.96
2,3000000,16,2300000,4,1,2,1,1,429.72
2,1200000,4,4400000,4,1,2,2,2,637.05
2,500000,16,2300000,4,2,1,2,1,465.65
2,500000,3,3500000,1,1,1,3,0,484.57
2,500000,20,4000000,2,1,3,3,2,682.87
2,2500000,8,1800000,1,1,2,1,1,361.72
2,1000000,10,4600000,0,1,3,0,3,786.2
2,3000000,16,5000000,2,1,3,3,0,626.21
2,1600000,8,5000000,2,1,1,3,0,484.57
2,1600000,3,4400000,5,1,2,3,3,504.38
2,1400000,6,4800000,2,2,1,3,2,604.98
2,1200000,4,4600000,5,2,1,1,0,598.32
2,2500000,16,3000000,0,1,2,0,2,687.05
2,2500000,16,3000000,4,1,3,1,2,596.87
2,1000000,5,1200000,5,2,2,0,0,354.14
2,500000,20,4500000,5,1,3,3,2,682.87
2,2000000,5,2500000,1,1,2,3,0,283.39
1,1800000,10,1800000,3,2,1,2,0,258.82
2,1200000,20,2300000,5,1,3,0,1,593.54
2,1500000,12,2500000,4,1,3,2,3,600.2
1,2000000,20,2000000,4,1,1,2,2,319.73
2,2000000,3,4500000,4,2,3,0,0,560.96
2,1000000,4,2500000,4,1,3,2,1,475.54
2,1000000,8,2000000,1,1,3,2,1,543.54
2,1200000,16,4500000,1,2,3,3,0,689.96
2,1200000,6,1500000,2,2,3,2,2,499.62
2,1000000,3,3500000,3,1,3,3,0,490.21
2,500000,5,2500000,3,2,2,2,0,508.14
2,1900000,4,2300000,2,1,3,2,0,311.21
1,1500000,4,4800000,2,1,3,2,2,665.37
2,1600000,4,2000000,3,1,3,3,2,342.87
2,1200000,20,3500000,1,1,3,3,3,711.2
2,2500000,20,4800000,0,2,3,3,2,746.62
2,500000,10,5000000,0,1,3,0,3,786.2
2,500000,8,3500000,2,2,3,0,3,849.95
2,1200000,10,2500000,0,1,2,1,2,594.05
2,1200000,8,3500000,2,2,2,3,0,619.14
2,500000,8,1500000,3,2,3,0,2,617.62
2,1200000,4,2300000,2,1,3,2,0,447.21
2,700000,4,4000000,4,2,3,2,0,714.96
2,1200000,8,2500000,4,1,1,2,3,458.56
2,1800000,6,1500000,3,1,2,3,1,243.72
2,500000,10,4000000,2,1,1,3,3,569.56
2,1200000,5,3000000,0,1,3,3,0,558.21
2,700000,6,2300000,2,1,3,3,2,546.87
2,1600000,5,2500000,2,2,1,2,0,369.32
2,1600000,4,3500000,1,1,1,1,0,398.57
2,1200000,4,4000000,0,1,2,0,0,630.39
2,2500000,6,4000000,3,1,1,2,1,469.9
2,1200000,10,2000000,2,1,3,3,3,507.2
2,1900000,8,4800000,1,2,1,3,0,548.32
2,1400000,5,1200000,3,1,1,2,3,254.56
2,1000000,3,5000000,4,1,2,0,2,687.05
2,1500000,4,4600000,4,1,2,3,0,555.39
2,700000,6,2500000,3,1,2,1,0,469.39
2,1200000,6,2500000,2,1,3,2,3,600.2
2,1600000,10,4000000,3,1,3,2,0,651.21
2,1500000,16,4500000,1,1,2,3,0,555.39
2,1900000,4,2500000,1,1,3,2,0,379.21
2,1500000,8,3000000,4,1,3,2,2,571.87
2,1200000,8,1200000,1,1,2,2,3,393.38
2,3000000,16,4800000,4,1,3,3,0,626.21
2,1000000,4,4800000,2,1,2,3,1,583.72
2,1200000,4,4500000,2,2,3,2,3,799.95
2,1200000,4,2300000,2,1,2,0,0,426.39
2,2500000,12,2000000,5,1,2,3,0,283.39
2,1500000,8,3500000,3,2,2,1,2,725.8
2,500000,6,2000000,3,1,2,1,3,486.38
1,1000000,20,5000000,4,1,3,2,2,665.37
2,1500000,12,3500000,4,1,3,3,0,626.21
2,1500000,3,2000000,5,1,2,3,2,272.05
2,1000000,10,4600000,2,1,1,3,0,484.57
2,1400000,10,4500000,4,1,3,1,1,704.54
2,3000000,8,3500000,1,2,3,3,1,650.29
1,1800000,3,1200000,0,2,2,2,1,289.97
2,1000000,6,4000000,4,1,2,2,3,665.38
2,1200000,5,2300000,1,2,2,0,2,546.8
2,500000,10,2000000,5,1,3,2,1,475.54
2,1400000,5,2500000,5,1,3,2,2,435.87
2,1600000,12,2500000,1,1,3,2,0,583.21
2,1200000,12,1200000,5,2,3,0,2,481.62
2,500000,10,4600000,0,1,2,3,1,583.72
2,500000,5,4600000,0,1,1,1,0,534.57
2,1200000,10,1800000,5,1,1,2,3,322.56
2,1600000,10,1200000,4,2,1,0,2,339.98
2,2000000,12,2500000,2,1,1,3,1,376.9
2,1600000,12,4000000,3,1,3,3,3,711.2
2,1500000,10,1200000,5,1,3,1,1,364.54
2,1200000,8,2000000,3,1,2,2,1,404.72
2,1200000,10,4500000,2,1,2,0,1,658.72
2,1800000,5,4600000,5,1,2,2,0,580.39
2,2500000,4,2500000,1,1,2,3,1,243.72
2,1900000,5,2500000,2,1,2,3,3,368.38
2,1000000,20,2000000,3,1,1,2,2,430.23
2,1200000,3,2500000,3,1,2,3,0,283.39
2,1400000,16,5000000,3,1,2,2,3,665.38
2,500000,3,2300000,1,1,1,3,0,348.57
1,2500000,12,5000000,0,1,2,2,3,622.88
2,1800000,4,5000000,5,1,2,2,2,637.05
2,500000,10,1800000,5,1,3,1,3,557.2
2,1200000,4,1800000,0,2,3,2,2,499.62
2,1200000,4,1500000,2,1,1,3,0,144.57
2,1400000,4,4000000,4,2,2,2,1,604.47
2,1800000,5,1500000,4,2,3,2,3,459.95
2,1600000,6,1200000,2,2,3,3,2,406.62
2,700000,4,3000000,4,1,1,3,1,376.9
2,500000,10,2000000,2,1,1,0,0,423.57
2,2000000,6,4600000,1,2,3,1,2,796.62
2,1000000,12,2500000,0,1,3,1,1,636.54
2,500000,5,4400000,3,2,3,3,0,689.96
2,700000,8,1800000,0,2,3,2,3,663.95
2,500000,20,3000000,3,1,1,0,1,587.9
2,500000,20,3500000,3,1,3,1,2,732.87
2,1500000,10,1500000,4,1,3,0,3,446.2
2,1600000,16,2500000,0,2,3,1,0,671.96
2,2000000,3,4000000,3,1,2,2,0,376.39
2,1900000,4,1200000,5,2,1,2,1,261.65
2,1900000,20,4500000,4,1,1,1,1,562.9
2,1800000,4,1500000,2,1,3,0,3,446.2
2,500000,4,4600000,0,1,2,1,1,633.72
2,1200000,16,4800000,5,2,3,0,1,793.29
2,1900000,12,4600000,2,1,2,2,3,665.38
2,1500000,5,3000000,5,2,3,0,1,589.29
2,1500000,5,5000000,0,1,1,2,0,509.57
1,1200000,5,4800000,0,2,2,2,0,601.64
2,700000,20,3500000,1,1,1,1,3,619.56
2,1200000,6,1800000,0,1,2,3,3,436.38
2,1600000,6,1500000,3,1,3,2,3,396.2
2,1600000,10,3000000,5,2,1,2,0,437.32
2,500000,8,5000000,1,1,2,2,2,637.05
2,1400000,4,3000000,4,2,1,2,3,454.31
2,1800000,4,5000000,3,1,3,2,0,651.21
2,700000,4,2500000,4,2,3,0,3,645.95
2,1000000,5,4600000,5,1,3,3,1,654.54
2,1200000,12,4800000,1,1,1,2,0,509.57
2,3000000,3,4000000,3,1,1,0,3,304.56
2,1900000,10,4000000,4,1,3,2,3,736.2
2,1200000,8,4000000,0,1,3,0,1,729.54
1,1200000,5,4600000,1,2,3,3,2,704.12
2,2000000,10,4000000,4,1,2,0,2,687.05
2,1600000,4,1200000,5,1,1,3,0,144.57
2,1000000,5,4000000,0,1,3,1,1,704.54
2,1200000,12,1500000,0,1,3,2,2,503.87
2,2500000,10,5000000,0,2,2,3,1,647.47
2,1200000,4,1800000,0,2,3,2,3,527.95
2,1800000,3,1500000,4,1,2,2,1,268.72
2,2000000,6,4800000,3,2,3,2,2,771.62
2,500000,5,4400000,2,2,1,2,0,573.32
2,1200000,4,1500000,5,1,3,2,0,311.21
2,500000,20,4400000,2,1,1,2,0,509.57
2,700000,10,4600000,0,1,1,3,2,541.23
2,1200000,12,1500000,3,1,3,2,1,407.54
2,2500000,16,2500000,2,2,2,2,2,564.8
2,500000,16,3500000,1,2,2,0,0,694.14
2,2000000,5,4800000,3,1,3,2,3,736.2
2,1000000,16,1200000,2,2,2,2,2,428.8
2,2000000,10,2000000,5,2,1,2,3,386.31
2,1200000,12,4800000,3,2,3,2,0,714.96
2,500000,8,1200000,5,2,3,2,2,431.62
2,1600000,16,1500000,5,1,3,2,0,311.21
1,1900000,12,3500000,1,1,2,2,1,566.22
2,700000,3,5000000,5,1,2,2,0,580.39
2,2500000,10,2300000,1,1,3,3,1,450.54
2,1200000,12,4000000,2,1,3,3,1,654.54
2,500000,4,4000000,4,1,3,2,2,707.87
2,1000000,4,4400000,5,2,3,3,3,774.95
1,1200000,10,2500000,1,1,2,3,3,529.88
2,3000000,8,4600000,2,1,2,3,1,583.72
2,500000,12,2300000,2,2,2,3,2,607.8
2,700000,20,1800000,4,1,1,2,3,390.56
2,1900000,6,3000000,0,2,1,1,0,462.32
2,2500000,20,2000000,2,2,3,3,3,570.95
1,1900000,6,4600000,4,2,1,2,1,559.15
2,3000000,12,3500000,3,1,2,2,3,597.38
2,1600000,6,1500000,2,2,3,3,0,349.96
2,1000000,3,1200000,4,1,2,1,1,293.72
2,1500000,8,4000000,4,2,1,3,2,604.98
1,1200000,6,5000000,4,1,3,3,0,583.71
2,1900000,6,2500000,1,2,1,3,0,344.32
2,1600000,4,4500000,1,1,2,2,0,580.39
2,500000,10,4400000,4,2,1,2,3,658.31
2,500000,20,3000000,1,2,3,3,0,689.96
1,1200000,8,1800000,1,1,2,2,2,390.55
2,1800000,16,2300000,5,2,2,2,0,440.14
2,1800000,6,1200000,2,1,1,2,0,169.57
2,1200000,10,2500000,5,1,1,1,1,358.9
2,1200000,10,1800000,3,2,1,1,1,422.65
2,500000,10,1200000,3,1,2,3,2,340.05
2,700000,4,4500000,1,1,1,2,3,594.56
2,500000,8,1800000,4,2,2,2,3,525.13
2,1200000,8,4800000,0,1,1,3,3,569.56
2,1000000,6,4500000,3,1,3,2,0,651.21
2,2000000,12,4400000,3,2,2,3,1,647.47
2,1200000,10,4000000,0,1,3,3,1,654.54
2,2000000,4,4800000,5,1,3,2,0,583.21
2,1500000,10,3500000,5,1,2,3,0,487.39
2,700000,12,1200000,2,2,2,1,3,482.13
2,1900000,10,1200000,3,2,3,1,2,456.62
2,1900000,10,3000000,2,1,3,0,3,718.2
1,500000,16,4600000,1,1,2,3,3,597.88
2,1200000,4,4600000,1,1,2,0,1,658.72
2,700000,20,4800000,2,2,1,3,2,604.98
2,2500000,10,2000000,3,2,1,0,3,436.31
2,1800000,3,2500000,3,1,3,3,2,342.87
2,1200000,5,3000000,3,2,2,3,0,483.14
2,700000,8,4800000,2,1,1,2,0,509.57
2,500000,10,1200000,2,1,2,0,2,415.05
2,700000,12,3500000,5,1,2,0,3,715.38
2,1500000,12,4500000,5,1,1,2,0,509.57
2,1200000,6,2300000,4,2,2,1,3,550.13
2,1400000,16,2000000,1,2,2,3,0,483.14
2,1500000,10,5000000,1,2,3,3,1,718.29
2,3000000,8,1200000,0,2,2,1,3,414.13
2,1600000,8,4500000,4,1,2,0,2,687.05
1,700000,16,4400000,1,2,3,2,1,700.79
2,3000000,20,4500000,5,1,3,3,1,654.54
1,500000,5,4400000,4,1,1,2,1,495.4
2,1200000,6,1200000,1,2,3,3,0,349.96
2,1500000,4,1500000,2,2,2,3,1,307.47
2,700000,10,2000000,3,1,1,2,3,390.56
2,700000,5,4000000,2,2,1,1,2,654.98
2,1000000,16,3500000,3,1,3,2,3,736.2
2,1600000,8,3500000,1,1,1,2,0,509.57
2,2000000,10,4600000,0,1,1,0,2,616.23
2,1000000,12,5000000,2,1,3,1,2,732.87
2,2000000,16,4000000,1,1,3,2,3,736.2
2,1500000,4,3000000,4,1,2,1,3,486.38
2,1600000,4,2300000,0,1,2,1,0,333.39
2,1000000,4,3000000,1,1,3,2,1,611.54
2,1000000,20,1200000,4,2,3,2,3,527.95
2,1400000,16,2500000,2,2,2,3,1,579.47
1,1500000,5,4000000,1,1,3,2,1,637.04
2,1800000,10,4400000,5,1,2,0,1,658.72
2,1900000,20,5000000,0,2,1,1,1,626.65
2,1200000,5,4600000,1,1,2,1,3,690.38
2,1200000,16,4400000,5,2,3,1,2,796.62
2,1000000,8,2300000,2,1,2,2,1,472.72
2,500000,6,4800000,2,1,2,2,2,637.05
2,2000000,20,3000000,0,1,3,2,2,707.87
2,2000000,4,1200000,0,1,3,3,2,342.87
2,2000000,4,3000000,5,1,3,3,2,342.87
2,1900000,16,2000000,3,1,2,0,0,426.39
2,1500000,10,4600000,3,2,1,0,0,623.32
2,1800000,5,3000000,3,2,3,3,3,570.95
2,500000,10,5000000,2,2,3,2,1,743.29
2,500000,12,2500000,2,2,2,0,3,711.13
2,700000,10,4800000,4,1,2,2,2,637.05
2,1600000,20,4600000,4,1,3,1,3,761.2
2,500000,12,1800000,4,2,1,2,3,454.31
2,500000,8,5000000,5,2,2,2,2,700.8
2,1600000,3,1500000,0,2,2,0,0,354.14
2,1500000,6,5000000,5,1,2,0,2,687.05
2,1500000,5,4600000,3,1,2,2,0,580.39
1,500000,4,4000000,3,2,1,2,3,615.81
2,1000000,3,4500000,2,1,2,1,1,633.72
2,1900000,4,4600000,5,1,2,2,1,540.72
1,1200000,6,4500000,4,1,3,2,2,665.37
2,1500000,6,3500000,2,2,3,0,3,781.95
2,1900000,12,2500000,0,2,2,0,2,682.8
2,1000000,5,2300000,5,1,3,3,2,410.87
2,1500000,4,4800000,5,1,3,0,3,786.2
2,1200000,3,4400000,0,2,3,0,0,764.96
2,1600000,8,4500000,1,2,3,1,1,768.29
2,3000000,3,1200000,4,1,2,2,2,297.05
1,1900000,3,4500000,1,2,2,2,2,590.3
1,500000,8,1500000,1,2,3,3,3,528.45
2,1200000,5,4400000,0,1,3,2,0,651.21
2,1000000,12,5000000,3,1,2,1,0,605.39
2,1600000,4,2300000,2,2,2,2,3,457.13
2,1200000,10,4600000,0,1,1,1,0,534.57
2,1800000,8,3500000,3,2,3,3,2,678.62
2,1500000,4,4000000,1,1,3,2,2,707.87
2,2000000,10,2000000,1,1,2,1,1,429.72
1,1200000,10,4500000,4,2,1,2,3,615.81
2,1200000,4,5000000,3,2,2,3,1,647.47
1,1200000,5,4600000,5,1,2,2,3,622.88
2,1900000,8,4000000,5,1,3,0,2,757.87
2,1500000,12,3000000,3,1,2,0,2,619.05
2,1200000,3,3500000,4,1,2,3,0,419.39
2,2500000,16,2300000,4,2,2,3,3,500.13
1,1000000,6,4000000,1,2,3,1,0,697.46
2,1000000,10,2500000,4,1,3,2,1,543.54
1,700000,10,4400000,5,2,3,0,3,807.45
2,3000000,12,2300000,0,2,2,0,3,643.13
2,1200000,10,4600000,1,2,3,3,1,718.29
1,1200000,10,4500000,3,1,1,2,0,467.07
2,1600000,8,4400000,0,2,3,2,2,771.62
2,3000000,4,4800000,5,1,2,3,2,408.05
2,700000,3,1200000,4,1,3,3,1,314.54
2,1200000,12,2300000,3,1,3,1,0,540.21
2,1600000,10,1500000,2,2,3,0,0,492.96
2,700000,10,3500000,5,1,1,2,2,566.23
2,1000000,10,2300000,2,1,1,0,0,423.57
1,1600000,8,5000000,3,1,1,1,0,492.07
2,700000,4,5000000,5,1,3,2,0,651.21
2,2500000,4,4400000,5,2,1,1,0,394.32
2,1900000,3,5000000,5,1,1,3,0,348.57
1,500000,10,1800000,5,1,2,3,3,393.88
2,1500000,16,2000000,0,2,1,0,0,487.32
2,1200000,4,1800000,3,1,2,3,0,215.39
2,500000,4,5000000,5,1,2,3,3,640.38
2,1800000,10,3500000,4,1,2,2,2,569.05
2,1200000,16,2000000,2,1,1,3,2,405.23
2,2000000,4,4500000,0,1,2,1,1,633.72
