usia;pinjaman;tenor;pemasukan;tanggungan;pekerjaan;pinjaman ke-;telat bayar;donasi
42;700000;16;4800000;0;Buruh;1;2;120
22;1900000;10;4600000;4;Buruh;3;1;65
22;2000000;4;3500000;3;Pedagang;3;4;231
73;3000000;8;3000000;5;Buruh;2;1;204
85;1200000;6;5000000;3;Pekerja Lepas;4;3;278
42;500000;8;5000000;3;Guru/Dosen;5;2;114
76;1600000;3;2000000;4;Pedagang;1;3;179
64;500000;5;3500000;5;Pedagang;1;3;207
44;500000;4;4400000;0;Guru/Dosen;5;0;148
78;1000000;4;4800000;0;Buruh;4;1;142
56;2000000;3;4400000;0;Buruh;2;2;110
94;1400000;4;2300000;3;Pedagang;4;2;82
99;1500000;4;3500000;5;Pekerja Lepas;3;3;236
26;2000000;3;4500000;5;Pekerja Lepas;3;3;175
72;1000000;16;3500000;3;Guru/Dosen;2;6;62
93;2000000;10;2500000;5;Wirausaha;4;4;20
90;1200000;4;4500000;3;Pedagang;4;5;44
98;1800000;20;3000000;4;Guru/Dosen;4;1;217
77;1800000;12;1800000;2;Buruh;1;2;120
94;2500000;4;2300000;3;Guru/Dosen;5;4;185
43;2000000;8;4800000;1;Wirausaha;3;1;165
97;1900000;3;4500000;3;Pekerja Lepas;1;1;185
36;1500000;3;1500000;4;Pedagang;5;3;156
93;1200000;4;4600000;4;Guru/Dosen;1;3;270
34;1600000;3;2500000;2;Pedagang;5;5;89
32;500000;8;1500000;4;Wirausaha;3;3;83
70;1900000;10;1200000;0;Guru/Dosen;2;0;106
67;1200000;12;4500000;4;Pedagang;2;5;57
27;500000;4;1800000;3;Buruh;4;5;90
31;1000000;6;4000000;2;Buruh;1;1;19
40;1500000;12;1500000;0;Guru/Dosen;5;2;153
71;700000;6;2000000;4;Pedagang;1;5;103
75;1400000;20;3500000;3;Pekerja Lepas;2;3;112
66;1500000;16;1200000;0;Buruh;3;3;207
26;1600000;12;4500000;1;Buruh;2;0;23
27;1600000;10;1200000;0;Pekerja Lepas;5;6;227
37;1500000;4;1800000;4;Wirausaha;5;2;35
77;1400000;3;4600000;2;Pedagang;5;5;36
100;500000;12;4500000;4;Guru/Dosen;4;2;153
40;1200000;10;1800000;4;Wirausaha;3;3;134
85;1200000;4;3500000;1;Pedagang;3;6;26
83;500000;3;4800000;1;Wirausaha;4;3;131
57;2000000;16;5000000;4;Guru/Dosen;3;6;254
96;700000;10;3500000;0;Wirausaha;5;1;129
94;1200000;20;4800000;2;Pedagang;1;6;114
93;1600000;10;3500000;0;Pekerja Lepas;3;2;78
35;1500000;8;4500000;0;Pedagang;2;2;85
43;2000000;10;4800000;3;Wirausaha;5;4;112
84;2000000;4;4600000;4;Buruh;2;6;82
76;500000;4;3500000;1;Pedagang;3;1;115
79;1800000;12;4400000;4;Pedagang;5;3;236
66;1800000;4;2300000;2;Wirausaha;3;3;135
30;3000000;20;4400000;5;Buruh;2;4;115
93;2500000;12;2500000;3;Guru/Dosen;4;1;58
50;1600000;20;4400000;0;Buruh;1;4;81
72;1400000;10;5000000;5;Pedagang;4;2;14
52;1900000;4;4600000;5;Pekerja Lepas;3;0;262
27;2000000;8;4600000;1;Pekerja Lepas;5;3;221
62;1600000;20;3500000;5;Pedagang;4;1;103
64;1900000;8;1500000;0;Pedagang;3;3;124
54;1400000;4;4600000;5;Pedagang;4;5;85
97;1200000;10;1200000;2;Buruh;4;6;284
48;500000;10;3000000;2;Wirausaha;4;2;238
77;1200000;20;4000000;5;Pedagang;1;6;60
94;1500000;4;1200000;3;Pedagang;1;0;64
75;1900000;5;4000000;5;Buruh;4;1;90
55;1200000;16;1200000;3;Pedagang;5;4;55
33;1200000;8;2300000;1;Buruh;4;6;283
71;500000;20;5000000;4;Pekerja Lepas;2;6;233
81;1400000;6;5000000;0;Pekerja Lepas;3;1;75
21;1600000;10;2000000;4;Wirausaha;2;0;180
72;1900000;3;4400000;3;Pedagang;2;3;65
25;1500000;20;2000000;0;Pedagang;3;1;176
59;2500000;6;5000000;0;Wirausaha;1;2;60
23;1800000;10;4800000;2;Wirausaha;2;1;155
29;1200000;4;4000000;3;Guru/Dosen;3;4;255
41;500000;10;3500000;2;Buruh;4;3;74
73;1900000;5;3500000;2;Guru/Dosen;2;2;122
64;1500000;5;1800000;0;Pekerja Lepas;1;2;25
97;1800000;10;4500000;0;Pedagang;1;0;167
90;500000;20;4400000;1;Wirausaha;2;2;119
61;700000;4;2000000;2;Buruh;5;5;282
67;2500000;4;2300000;1;Pedagang;1;1;161
87;1200000;12;2000000;1;Pedagang;2;3;228
94;700000;3;5000000;5;Wirausaha;1;1;87
39;700000;12;3000000;4;Buruh;4;3;5
67;700000;3;5000000;5;Pekerja Lepas;5;0;154
79;2500000;10;2500000;3;Pedagang;1;0;117
56;1200000;10;5000000;5;Pekerja Lepas;2;0;294
37;1600000;12;3500000;2;Pedagang;4;0;89
42;1900000;12;4400000;4;Wirausaha;3;1;13
46;1800000;12;4800000;5;Pekerja Lepas;5;6;146
98;1800000;8;4600000;0;Pedagang;3;4;168
76;500000;12;3000000;1;Buruh;2;1;46
21;1600000;4;2000000;2;Pekerja Lepas;5;0;279
33;1200000;6;2300000;4;Guru/Dosen;2;3;222
23;1200000;20;5000000;2;Wirausaha;4;3;97
53;2500000;4;2000000;1;Wirausaha;2;4;246
42;1000000;20;1800000;4;Pekerja Lepas;4;5;126
75;1000000;6;1200000;2;Pedagang;5;0;151
46;1800000;6;4000000;1;Guru/Dosen;3;5;255
93;1000000;10;4500000;3;Buruh;1;0;160
51;1200000;4;5000000;3;Buruh;2;5;292
69;1200000;12;2000000;5;Guru/Dosen;4;4;203
39;1200000;5;2500000;4;Pedagang;4;0;0
87;1200000;16;1500000;5;Wirausaha;2;5;146
28;1200000;3;2500000;4;Pedagang;1;4;99
54;1600000;10;1200000;0;Guru/Dosen;1;3;161
61;1200000;12;1800000;5;Guru/Dosen;1;5;58
55;1800000;20;1800000;2;Wirausaha;3;0;217
95;2000000;16;2500000;1;Pedagang;5;2;274
88;1900000;10;5000000;0;Wirausaha;4;5;16
92;700000;6;3500000;5;Guru/Dosen;2;3;201
66;1200000;8;4600000;1;Wirausaha;2;4;47
22;3000000;20;4500000;0;Pedagang;3;6;43
24;1800000;3;1200000;1;Pekerja Lepas;2;1;277
46;1500000;16;2000000;4;Wirausaha;2;6;221
90;1900000;10;1800000;1;Guru/Dosen;4;0;98
52;1000000;4;5000000;5;Pekerja Lepas;5;4;150
82;1200000;12;5000000;4;Wirausaha;5;4;19
23;1600000;8;1500000;0;Buruh;1;2;83
77;500000;16;4600000;5;Pekerja Lepas;5;6;112
82;1200000;12;3000000;2;Buruh;1;2;147
48;1800000;16;5000000;4;Pedagang;3;3;202
80;500000;3;2300000;2;Guru/Dosen;3;6;136
100;500000;16;3500000;0;Pekerja Lepas;4;1;102
72;1200000;4;4600000;1;Wirausaha;2;1;104
85;1500000;4;4000000;0;Wirausaha;5;2;165
67;1600000;10;1200000;3;Pekerja Lepas;1;0;41
76;1200000;3;4800000;2;Pedagang;4;6;37
29;700000;10;4800000;2;Guru/Dosen;5;1;128
85;1200000;12;1500000;4;Buruh;3;1;148
82;1600000;4;4800000;4;Pedagang;4;5;48
89;2000000;8;1200000;1;Pekerja Lepas;1;2;198
92;700000;8;1500000;2;Pedagang;1;3;142
57;1200000;4;3000000;1;Wirausaha;4;2;282
34;1200000;10;5000000;2;Buruh;4;6;52
73;1500000;10;1200000;2;Pekerja Lepas;4;1;161
54;1400000;3;4500000;3;Buruh;3;2;227
57;1600000;10;3500000;0;Wirausaha;2;4;30
24;1900000;12;4000000;2;Wirausaha;1;2;256
72;1900000;4;2000000;5;Pedagang;5;1;93
27;1500000;12;1200000;1;Buruh;5;5;182
79;1200000;4;2300000;0;Buruh;2;5;96
48;500000;10;1800000;2;Pedagang;3;5;58
78;3000000;3;1500000;5;Buruh;1;2;21
50;1000000;8;3000000;0;Pekerja Lepas;2;5;297
75;1900000;10;2300000;0;Pedagang;5;4;276
86;500000;3;4800000;4;Buruh;3;0;263
61;2500000;3;4400000;5;Guru/Dosen;3;1;212
62;1500000;6;3000000;4;Guru/Dosen;3;2;15
52;2500000;10;4500000;5;Pekerja Lepas;5;6;134
97;1900000;3;4500000;4;Pedagang;2;3;122
95;1800000;4;4500000;1;Guru/Dosen;1;6;58
44;3000000;5;2300000;2;Buruh;1;2;179
86;1200000;4;5000000;1;Pekerja Lepas;4;3;148
42;1200000;4;2500000;3;Pedagang;3;4;186
42;3000000;12;1200000;4;Buruh;3;4;31
51;700000;10;5000000;2;Buruh;3;4;70
76;1200000;12;2000000;5;Buruh;5;0;276
78;500000;6;4600000;2;Pedagang;3;1;27
97;2500000;8;2300000;1;Pekerja Lepas;1;0;105
51;1800000;6;3000000;1;Guru/Dosen;1;4;80
26;1200000;4;4800000;5;Pedagang;5;6;121
94;500000;12;1500000;3;Wirausaha;4;0;204
88;1200000;10;5000000;4;Pedagang;4;4;179
34;3000000;10;3000000;0;Pedagang;3;6;95
81;3000000;16;2500000;5;Wirausaha;2;4;228
80;1000000;4;2500000;3;Buruh;4;3;91
74;1900000;3;4000000;4;Guru/Dosen;4;1;236
34;1400000;3;5000000;0;Guru/Dosen;4;3;245
82;1200000;8;4800000;3;Guru/Dosen;1;5;38
27;1200000;12;1500000;5;Pedagang;2;5;26
85;1200000;10;2300000;2;Pedagang;5;6;49
57;1400000;8;4600000;3;Pedagang;4;1;254
27;700000;16;4500000;3;Buruh;1;0;194
25;500000;4;4800000;2;Pekerja Lepas;4;2;2
54;1600000;8;3500000;1;Guru/Dosen;2;4;242
88;700000;4;5000000;4;Pedagang;2;3;82
40;1400000;12;1800000;1;Pedagang;1;5;179
36;1800000;6;1500000;2;Pedagang;2;6;266
47;1400000;10;1200000;0;Pekerja Lepas;2;5;207
100;1800000;8;3000000;4;Pekerja Lepas;3;3;267
72;1000000;8;5000000;2;Pedagang;1;2;195
77;1000000;3;4600000;1;Pedagang;1;3;0
31;2000000;16;1800000;3;Pedagang;4;2;159
45;500000;3;2300000;3;Wirausaha;4;4;211
87;500000;8;1800000;3;Guru/Dosen;1;4;266
86;700000;8;4800000;1;Guru/Dosen;1;6;210
47;500000;12;4500000;3;Pekerja Lepas;2;5;212
62;3000000;12;4000000;2;Wirausaha;3;5;78
92;700000;16;2000000;1;Guru/Dosen;3;1;300
52;1600000;10;4800000;2;Pedagang;2;4;150
33;500000;4;1200000;3;Pekerja Lepas;5;5;266
54;1200000;6;1500000;0;Buruh;5;2;179
91;2500000;16;4600000;5;Buruh;5;4;148
57;500000;3;2500000;4;Pedagang;3;1;28
79;1200000;6;3000000;2;Wirausaha;4;2;178
98;1200000;10;2300000;3;Pedagang;3;3;15
57;1000000;4;4400000;5;Pedagang;1;3;72
80;1800000;16;3500000;0;Pedagang;2;0;66
54;700000;10;4400000;1;Wirausaha;5;4;213
57;500000;8;2500000;5;Pedagang;3;2;54
50;2000000;4;1200000;2;Wirausaha;2;4;156
91;2000000;16;4000000;5;Pedagang;3;1;281
31;500000;8;2000000;5;Pedagang;5;1;250
83;1800000;16;4500000;1;Pedagang;5;0;16
48;1500000;12;5000000;1;Wirausaha;3;4;247
95;1400000;20;2300000;4;Buruh;5;4;200
68;1900000;20;1500000;3;Pedagang;4;3;166
51;1000000;5;4500000;0;Pekerja Lepas;2;1;2
34;1800000;6;4400000;2;Pekerja Lepas;3;1;101
56;1900000;8;3500000;3;Buruh;4;4;277
32;1800000;16;4500000;4;Wirausaha;1;5;209
66;1600000;4;4800000;2;Pekerja Lepas;3;2;265
28;1000000;3;2000000;2;Wirausaha;1;3;157
43;1900000;4;4400000;2;Wirausaha;1;0;269
26;500000;10;4400000;4;Buruh;3;4;138
20;2000000;6;1500000;4;Wirausaha;4;3;175
88;1200000;6;1200000;2;Pekerja Lepas;4;5;11
40;700000;5;2500000;4;Pedagang;4;6;12
68;1000000;20;1500000;4;Pedagang;3;6;43
97;1800000;20;2000000;0;Pedagang;2;6;71
93;500000;12;4000000;2;Pekerja Lepas;1;4;91
44;1000000;4;4600000;3;Pedagang;1;2;282
82;500000;20;1800000;0;Wirausaha;4;3;129
44;1800000;20;1800000;2;Buruh;4;1;236
86;2000000;3;4600000;1;Guru/Dosen;5;5;117
70;3000000;4;4600000;1;Guru/Dosen;3;2;96
59;1000000;4;2000000;1;Guru/Dosen;1;2;188
59;1500000;6;4400000;4;Wirausaha;1;1;275
84;1200000;6;1800000;0;Pekerja Lepas;1;0;202
50;1400000;4;3000000;4;Pedagang;2;1;225
78;1000000;20;3000000;1;Pekerja Lepas;3;2;144
47;3000000;16;3500000;0;Pedagang;3;2;75
41;500000;4;1200000;3;Wirausaha;4;6;191
60;3000000;4;2300000;3;Wirausaha;1;1;72
74;3000000;16;2500000;5;Buruh;3;3;146
48;500000;4;2300000;4;Guru/Dosen;5;4;155
86;1200000;4;3500000;3;Guru/Dosen;1;1;20
58;1800000;20;4400000;2;Pekerja Lepas;4;4;68
54;500000;4;5000000;3;Pekerja Lepas;5;1;273
66;1500000;12;1200000;2;Wirausaha;2;2;291
82;500000;4;4000000;0;Buruh;1;4;191
42;1200000;10;2500000;0;Pedagang;5;3;76
27;1600000;6;3500000;4;Wirausaha;2;4;86
74;2500000;10;4000000;5;Buruh;2;3;13
91;1200000;4;4500000;3;Buruh;5;0;285
60;1600000;5;1500000;5;Buruh;3;4;257
98;500000;5;2000000;3;Buruh;4;1;264
35;1900000;10;2000000;1;Buruh;1;6;213
94;500000;3;4400000;1;Guru/Dosen;4;3;138
32;2500000;12;1200000;0;Guru/Dosen;5;5;71
22;500000;4;1200000;3;Pekerja Lepas;3;4;4
78;1900000;20;5000000;1;Pedagang;1;6;272
66;1200000;12;1500000;1;Guru/Dosen;4;0;263
35;500000;16;1800000;3;Buruh;1;2;167
71;1200000;3;3500000;0;Pedagang;2;3;240
55;1200000;10;4500000;4;Wirausaha;3;3;138
93;700000;4;4600000;4;Pedagang;1;4;81
42;1200000;10;2500000;4;Guru/Dosen;5;6;20
47;2500000;10;1800000;1;Wirausaha;4;1;199
26;1200000;4;4600000;1;Buruh;1;2;13
90;1800000;10;1500000;2;Wirausaha;5;6;70
65;1400000;5;2300000;1;Pekerja Lepas;2;6;224
57;2500000;5;1500000;3;Pekerja Lepas;5;4;96
32;1200000;8;4800000;1;Buruh;4;0;29
76;1800000;10;4600000;5;Pekerja Lepas;1;2;27
96;1200000;4;4600000;3;Pedagang;2;2;119
71;500000;5;4500000;0;Pedagang;3;3;18
76;1900000;16;1500000;5;Pedagang;4;6;132
88;1000000;10;2500000;1;Pekerja Lepas;1;2;235
62;700000;10;2300000;5;Guru/Dosen;2;4;128
44;700000;4;4000000;1;Guru/Dosen;4;4;227
31;500000;10;3000000;1;Pekerja Lepas;2;6;256
33;700000;6;1500000;1;Guru/Dosen;3;2;18
64;1200000;4;3500000;1;Wirausaha;2;2;291
89;1200000;4;2300000;5;Guru/Dosen;1;2;105
94;1200000;16;4500000;2;Wirausaha;3;5;271
33;2000000;10;3000000;5;Buruh;5;2;20
58;1900000;10;2300000;5;Buruh;2;5;286
55;1200000;4;5000000;5;Wirausaha;4;1;297
91;500000;12;4000000;2;Pedagang;4;6;30
52;1200000;10;1200000;0;Pedagang;5;0;274
76;1400000;8;3500000;4;Pekerja Lepas;4;5;279
95;500000;3;2300000;3;Buruh;5;1;254
68;2500000;10;3500000;0;Pekerja Lepas;3;3;262
39;3000000;10;4500000;3;Pedagang;2;6;134
34;1900000;10;2500000;2;Pedagang;1;0;264
95;1200000;4;4000000;0;Pekerja Lepas;3;2;225
38;500000;8;4000000;1;Pedagang;3;0;115
86;1200000;4;4600000;5;Wirausaha;4;4;138
67;700000;8;4600000;1;Pekerja Lepas;5;1;142
44;1900000;20;4800000;0;Buruh;2;6;298
43;1900000;10;1800000;1;Buruh;4;4;272
38;1400000;20;4500000;2;Guru/Dosen;2;2;4
63;1500000;10;4500000;5;Wirausaha;2;6;99
88;1200000;3;5000000;2;Wirausaha;1;0;245
58;3000000;12;1800000;2;Pedagang;2;3;38
85;3000000;4;1200000;4;Pedagang;4;2;76
76;2000000;8;4600000;1;Pedagang;1;1;2
49;1200000;8;1500000;5;Pekerja Lepas;4;6;84
20;1500000;10;4000000;2;Pekerja Lepas;2;2;69
57;1600000;16;1500000;1;Guru/Dosen;5;4;202
92;2500000;4;2300000;2;Pekerja Lepas;2;6;282
99;1500000;10;2500000;4;Pedagang;5;6;189
88;1000000;8;2000000;0;Wirausaha;4;0;158
25;500000;5;3500000;2;Pedagang;4;3;53
69;1600000;10;2500000;1;Pedagang;5;3;260
69;1500000;3;4600000;0;Guru/Dosen;5;3;187
37;1800000;3;3500000;0;Pekerja Lepas;5;4;184
61;1200000;4;2000000;5;Buruh;4;0;226
21;500000;5;1500000;4;Pedagang;1;5;188
39;500000;8;4500000;5;Pedagang;4;3;50
87;3000000;10;4500000;1;Guru/Dosen;5;1;176
34;1000000;8;3500000;5;Wirausaha;2;4;152
66;500000;4;2500000;1;Pedagang;3;0;55
66;1200000;5;1800000;1;Guru/Dosen;3;2;169
72;1200000;10;4400000;2;Pedagang;5;2;204
41;500000;8;2000000;3;Pedagang;3;3;25
34;1200000;8;5000000;4;Pedagang;3;1;217
76;700000;8;3500000;5;Wirausaha;2;5;174
79;1200000;10;2500000;0;Pedagang;4;4;273
61;2000000;4;4400000;5;Pekerja Lepas;4;4;215
31;500000;16;3500000;5;Pedagang;3;6;14
58;1000000;3;4800000;0;Guru/Dosen;3;0;159
41;1500000;5;4500000;1;Pekerja Lepas;2;0;131
60;1900000;16;4000000;0;Pedagang;4;5;272
89;1200000;5;4600000;3;Wirausaha;3;3;299
37;1500000;4;1200000;4;Wirausaha;5;5;220
34;3000000;4;1800000;3;Pekerja Lepas;3;0;90
74;500000;10;4800000;5;Guru/Dosen;1;3;244
76;1200000;4;5000000;5;Pedagang;3;2;54
61;1200000;5;3000000;1;Pedagang;2;3;67
97;1000000;3;2000000;4;Buruh;5;1;85
60;500000;4;4600000;5;Wirausaha;5;6;32
99;1400000;10;1500000;5;Pekerja Lepas;1;2;146
61;2500000;6;4600000;0;Buruh;1;4;210
22;1500000;8;1200000;0;Buruh;3;4;271
27;3000000;6;1500000;4;Pedagang;4;3;211
62;500000;10;3000000;2;Buruh;5;2;272
66;1600000;4;3500000;3;Wirausaha;1;2;160
92;1800000;3;1800000;4;Wirausaha;1;3;130
64;1900000;16;4500000;1;Pedagang;2;5;138
80;1200000;10;2500000;1;Wirausaha;3;1;55
47;1200000;10;4800000;1;Buruh;1;1;164
93;2000000;8;2000000;4;Wirausaha;4;2;4
26;1900000;4;1800000;4;Buruh;5;6;150
92;1600000;10;3500000;4;Pedagang;1;5;92
63;500000;4;2300000;4;Buruh;3;4;67
31;1500000;10;3500000;5;Pedagang;3;3;59
27;500000;8;4000000;1;Guru/Dosen;3;1;267
69;2000000;6;3500000;3;Wirausaha;1;1;55
26;2500000;16;3500000;5;Wirausaha;1;5;190
51;1000000;8;4600000;2;Pekerja Lepas;4;6;240
47;500000;12;2000000;4;Pedagang;3;6;59
91;1000000;12;2500000;2;Wirausaha;4;6;234
80;2000000;20;2000000;1;Guru/Dosen;2;1;185
60;700000;4;4500000;4;Pekerja Lepas;5;5;286
92;700000;20;5000000;4;Wirausaha;5;0;64
87;700000;12;2000000;5;Pedagang;3;2;249
62;1800000;8;4600000;3;Pedagang;1;5;191
87;1200000;16;5000000;2;Pedagang;5;1;131
46;1600000;20;5000000;2;Wirausaha;4;3;129
84;1200000;8;4400000;2;Pedagang;2;0;59
30;1800000;3;2300000;0;Pekerja Lepas;5;6;190
94;1200000;10;4500000;2;Guru/Dosen;5;4;255
88;500000;4;4800000;1;Guru/Dosen;1;3;228
55;3000000;16;5000000;4;Wirausaha;1;4;46
62;1000000;10;3000000;5;Pekerja Lepas;4;1;244
99;500000;16;3000000;3;Pedagang;4;1;13
33;1500000;6;4600000;1;Pedagang;2;2;300
31;2500000;10;4400000;0;Guru/Dosen;1;4;9
42;700000;8;4500000;0;Pedagang;5;5;142
27;500000;3;3000000;5;Pekerja Lepas;4;1;235
98;1200000;16;1800000;4;Buruh;4;3;289
98;1800000;16;1200000;5;Pedagang;4;1;218
74;1500000;16;3000000;0;Pekerja Lepas;3;1;272
66;1200000;16;4400000;0;Buruh;1;2;277
73;1600000;6;4500000;4;Buruh;2;1;221
20;2000000;6;2500000;2;Pedagang;3;1;191
70;1900000;8;4800000;4;Pedagang;5;0;35
61;1200000;3;5000000;4;Pedagang;3;6;55
100;1800000;12;4600000;1;Buruh;3;1;271
60;1800000;4;5000000;5;Pedagang;3;0;51
90;1200000;5;1200000;3;Guru/Dosen;3;4;104
51;1200000;20;4800000;0;Pekerja Lepas;4;6;223
23;500000;16;4400000;5;Pedagang;2;4;108
82;1000000;4;4000000;5;Buruh;3;0;42
80;1600000;12;4000000;5;Buruh;4;2;79
45;1200000;3;4000000;3;Wirausaha;2;1;81
92;2500000;10;2000000;2;Pekerja Lepas;5;0;73
36;1000000;12;3500000;2;Wirausaha;5;0;284
58;2000000;10;5000000;4;Pedagang;4;4;273
91;1200000;6;4500000;5;Pedagang;1;3;248
80;2500000;3;1800000;3;Pedagang;5;4;141
68;700000;10;1200000;1;Pekerja Lepas;5;1;173
69;500000;4;3500000;5;Wirausaha;1;3;141
70;1200000;10;4400000;2;Wirausaha;4;2;80
85;1000000;6;2000000;5;Pedagang;1;1;123
61;1200000;4;4500000;4;Buruh;2;0;208
75;2000000;8;1200000;4;Wirausaha;4;0;30
93;1400000;10;2500000;0;Guru/Dosen;3;1;293
34;2500000;5;4400000;5;Pekerja Lepas;4;0;11
82;1200000;8;4600000;4;Pedagang;2;6;182
48;500000;20;1200000;1;Pedagang;5;3;289
94;1200000;20;4400000;0;Pedagang;2;1;196
38;1800000;10;4000000;5;Wirausaha;4;4;137
31;1000000;4;5000000;5;Buruh;2;4;65
67;700000;10;2300000;2;Pekerja Lepas;1;4;104
44;1800000;16;4800000;3;Guru/Dosen;3;4;121
69;1200000;20;4600000;0;Wirausaha;1;0;132
91;3000000;20;3000000;3;Buruh;2;1;282
99;500000;10;2300000;1;Guru/Dosen;2;2;11
92;1400000;3;4800000;0;Buruh;2;5;256
87;1600000;20;4500000;1;Pekerja Lepas;1;4;43
93;700000;4;1500000;2;Pedagang;1;1;211
47;1200000;6;1800000;4;Buruh;3;2;282
95;700000;3;1200000;1;Pekerja Lepas;1;2;71
33;700000;6;1200000;4;Pekerja Lepas;2;6;283
80;1200000;3;3000000;2;Buruh;3;0;285
62;500000;5;4500000;4;Buruh;1;0;200
57;2000000;4;2300000;3;Buruh;3;3;75
73;2000000;5;4400000;4;Pekerja Lepas;1;2;286
100;1200000;3;3000000;4;Pekerja Lepas;5;5;14
30;500000;3;1800000;4;Wirausaha;4;0;170
41;1600000;10;2000000;1;Pedagang;4;3;184
61;1400000;4;5000000;4;Pedagang;3;2;103
82;1400000;10;2500000;0;Wirausaha;3;5;26
68;1500000;16;2300000;3;Wirausaha;2;2;20
59;1200000;16;5000000;1;Guru/Dosen;5;3;222
49;1200000;12;5000000;4;Pedagang;4;5;83
94;1900000;4;4000000;5;Pedagang;4;2;10
25;1000000;3;3000000;3;Guru/Dosen;5;0;197
39;500000;4;1500000;4;Pedagang;5;4;295
40;1200000;3;1200000;0;Pedagang;3;1;34
70;1400000;6;4600000;3;Pedagang;5;6;224
80;1200000;8;4600000;4;Pekerja Lepas;4;0;187
71;3000000;4;2000000;1;Pedagang;2;4;293
64;1500000;4;4500000;2;Buruh;5;2;173
44;1500000;20;4600000;2;Buruh;3;6;112
24;500000;10;1200000;3;Pedagang;1;1;261
96;1900000;4;3500000;3;Pekerja Lepas;1;2;133
35;3000000;6;4400000;5;Guru/Dosen;4;0;78
83;2500000;16;5000000;3;Buruh;5;0;198
43;700000;20;2300000;4;Pekerja Lepas;2;3;164
42;1200000;8;2500000;3;Guru/Dosen;5;0;29
89;1500000;6;3500000;5;Wirausaha;2;1;55
59;1800000;4;5000000;0;Guru/Dosen;5;5;201
85;1500000;12;2300000;2;Pedagang;2;6;167
22;2500000;16;2000000;5;Wirausaha;1;4;246
61;1400000;3;4400000;3;Pedagang;4;5;270
81;1200000;4;4500000;1;Pedagang;3;6;283
43;500000;16;4800000;1;Buruh;1;0;116
62;1200000;6;2300000;3;Pedagang;3;4;294
75;1900000;16;4600000;1;Pekerja Lepas;3;4;109
71;1000000;10;3000000;2;Pedagang;5;5;135
45;1800000;12;3500000;0;Pekerja Lepas;2;6;268
99;500000;4;2300000;5;Wirausaha;3;0;70
65;2500000;10;1500000;1;Pedagang;5;0;188
36;1000000;5;5000000;4;Pedagang;1;2;189
76;700000;4;4000000;1;Pekerja Lepas;3;2;100
97;1500000;20;1800000;3;Pedagang;4;0;115
47;1800000;4;3000000;2;Wirausaha;5;6;263
32;1600000;10;4500000;1;Pekerja Lepas;2;6;284
73;2500000;16;1500000;5;Wirausaha;5;5;22
64;2500000;4;1200000;5;Pedagang;2;0;91
35;1900000;20;1800000;0;Pedagang;3;3;85
51;500000;4;1800000;5;Pekerja Lepas;1;5;278
73;2000000;3;1500000;1;Guru/Dosen;5;2;169
68;2000000;10;3000000;2;Pedagang;2;0;45
85;1000000;12;1500000;1;Pedagang;4;0;54
52;1800000;4;1200000;5;Buruh;3;3;262
26;700000;5;3500000;1;Buruh;1;5;116
22;2500000;10;1800000;1;Pedagang;3;2;291
51;1200000;20;3000000;5;Wirausaha;5;4;199
45;2500000;16;4800000;0;Guru/Dosen;4;1;48
51;2500000;5;4400000;0;Pekerja Lepas;3;5;170
22;1200000;3;1200000;1;Pedagang;1;2;195
62;1400000;3;1500000;2;Pedagang;3;0;197
38;3000000;3;5000000;0;Pedagang;3;3;70
29;1800000;16;2500000;2;Wirausaha;1;4;62
22;3000000;5;4000000;5;Pedagang;4;0;197
52;1800000;3;2500000;1;Pekerja Lepas;5;1;77
20;1500000;12;4800000;3;Pekerja Lepas;5;6;232
84;1200000;10;4600000;0;Wirausaha;5;2;239
62;1200000;4;1800000;1;Pekerja Lepas;4;2;117
98;2000000;6;3000000;1;Pekerja Lepas;1;0;208
31;1200000;6;4000000;0;Pedagang;1;5;26
93;1800000;8;2500000;1;Buruh;2;6;300
84;1000000;6;1200000;2;Buruh;2;6;170
47;1000000;10;4800000;2;Pedagang;2;2;119
43;3000000;10;4000000;1;Pedagang;1;3;299
29;1200000;5;2500000;4;Buruh;3;1;118
84;1000000;10;2300000;1;Pedagang;3;3;253
94;2000000;4;4600000;4;Guru/Dosen;1;3;282
35;1800000;10;4600000;4;Pedagang;3;0;242
82;2000000;6;1200000;1;Pekerja Lepas;1;4;272
38;1900000;16;2300000;4;Wirausaha;1;6;219
55;1600000;10;4000000;2;Pedagang;2;4;141
51;700000;20;2500000;2;Buruh;1;1;158
39;1200000;8;2300000;1;Pedagang;3;0;138
41;1900000;4;1800000;2;Buruh;2;3;270
42;2500000;8;1800000;1;Wirausaha;1;1;297
87;1800000;20;3500000;5;Pekerja Lepas;4;2;253
46;2000000;6;5000000;2;Guru/Dosen;5;5;214
93;500000;20;5000000;4;Pekerja Lepas;4;5;125
54;500000;6;5000000;1;Pekerja Lepas;3;6;213
99;500000;12;5000000;3;Guru/Dosen;5;0;266
43;500000;10;2000000;3;Pekerja Lepas;3;1;77
25;1200000;3;1200000;1;Wirausaha;3;4;50
92;1900000;10;4400000;4;Pedagang;1;2;4
89;1000000;5;3000000;0;Pekerja Lepas;5;3;106
48;1200000;10;2000000;0;Guru/Dosen;4;4;180
95;2000000;10;4400000;3;Pedagang;3;0;87
93;1500000;20;3000000;5;Buruh;5;3;215
50;1000000;4;1200000;5;Pedagang;3;3;88
